Energy,Spectral_spread,Spectral_rollof,MFCC2,MFCC3,Class
0.0116,0.269,0.00245,3.5,0.0281,Play
0.00112,0.223,0.0162,2.92,0.661,Play
0.0121,0.252,0.00219,3.34,0.565,Play
0.0115,0.282,0.00153,3.3,0.692,Play
0.018,0.25,0.123,3.11,0.356,Play
0.0037,0.25,0.00829,2.97,0.341,Play
0.000697,0.201,0.29,2.98,0.339,Play
0.00116,0.205,0.235,3.07,0.362,Play
9.45E-05,0.154,0.227,2.98,0.327,Play
5.73E-05,0.17,0.204,2.3,-0.178,Play
0.000119,0.162,0.225,2.23,-0.132,Play
0.000544,0.212,0.309,2.99,0.292,Play
0.00556,0.228,0.00174,3.33,0.838,Play
0.0235,0.237,0.00171,3.61,0.561,Play
0.00425,0.234,0.0971,3.19,0.307,Play
0.00241,0.245,0.00606,3.19,0.441,Play
0.0016,0.267,0.002,3.27,0.476,Play
0.0552,0.316,0.0019,3.2,0.296,Play
0.00415,0.291,0.0019,3.05,0.494,Play
0.000106,0.207,0.164,-0.559,0.759,Play
0.000109,0.211,0.0599,-1.71,0.922,Play
0.000134,0.18,0.08,-1.13,0.665,Play
4.98E-05,0.145,0.137,-1.87,0.474,Play
8.91E-05,0.17,0.0631,-2.39,1.29,Play
0.00017,0.203,0.0731,-1.65,0.801,Play
9.24E-05,0.197,0.131,-1.27,0.758,Play
0.000163,0.197,0.209,-1.63,0.802,Play
0.000129,0.182,0.0789,-2.31,1.13,Play
0.000354,0.221,0.149,-0.809,0.52,Play
0.000587,0.202,0.115,-0.925,0.563,Play
0.00015,0.209,0.137,-0.995,0.59,Play
0.000458,0.214,0.122,-0.865,0.699,Play
0.000205,0.21,0.123,-0.945,0.585,Play
0.000333,0.195,0.126,-1.43,0.947,Play
0.000792,0.211,0.126,-1.01,0.781,Play
0.000303,0.222,0.189,-1.63,0.614,Play
0.000162,0.121,0.127,-0.8,0.597,Play
0.000138,0.208,0.0558,-1.39,0.804,Play
0.000739,0.256,0.243,-1.06,0.671,Play
0.00015,0.143,0.0815,-0.896,0.505,Play
0.000251,0.192,0.0464,-1.14,0.698,Play
0.0001,0.185,0.24,-0.993,0.595,Play
0.000234,0.206,0.108,-1.06,0.641,Play
0.000664,0.212,0.119,-1.07,0.767,Play
0.000129,0.196,0.239,-1.24,0.752,Play
0.000519,0.213,0.143,-1.07,0.672,Play
0.000253,0.203,0.114,-1.48,0.724,Play
8.92E-05,0.228,0.0576,-1.33,0.659,Play
0.000532,0.232,0.135,-1.5,0.771,Play
0.00232,0.259,0.296,-1.01,0.526,Play
9.5E-05,0.198,0.223,-1.17,0.857,Play
0.000127,0.218,0.22,-0.711,0.586,Play
0.000696,0.222,0.259,-1.33,0.458,Play
0.000143,0.208,0.0769,-1.24,0.617,Play
0.000242,0.205,0.131,-0.94,0.755,Play
0.000225,0.219,0.308,-0.873,0.653,Play
0.000196,0.201,0.245,-0.995,0.594,Play
0.000191,0.202,0.36,-1.21,0.883,Play
0.000498,0.217,0.137,-1.16,0.674,Play
0.000279,0.216,0.143,-1.19,0.718,Play
0.00015,0.213,0.244,-0.823,0.629,Play
0.000291,0.224,0.0566,-1.54,0.777,Play
7.08E-05,0.251,0.553,-2.49,1.56,Play
0.000195,0.211,0.22,-1.12,0.626,Play
0.000237,0.206,0.113,-1.51,0.903,Play
0.000568,0.214,0.0723,-2.01,0.953,Play
0.000297,0.208,0.078,-1.74,0.948,Play
0.000185,0.209,0.11,-1.75,0.974,Play
0.000609,0.224,0.1,-1.39,0.843,Play
0.000351,0.234,0.14,-1.45,0.934,Play
0.000475,0.212,0.145,-1.57,0.907,Play
0.000685,0.244,0.17,-1.21,0.718,Play
0.000123,0.205,0.264,-1.09,0.6,Play
0.000383,0.225,0.0828,-1.09,0.565,Play
0.000269,0.193,0.177,-1.02,0.771,Play
0.000225,0.172,0.154,-1.92,1.16,Play
0.000161,0.211,0.181,-1.1,0.686,Play
0.000184,0.23,0.0723,-0.939,0.708,Play
0.000103,0.225,0.359,-1.07,0.594,Play
0.000339,0.219,0.16,-1,0.641,Play
0.00126,0.229,0.155,-0.762,0.592,Play
0.000291,0.214,0.181,-1.12,0.659,Play
0.000255,0.216,0.109,-1.7,0.265,Play
5.95E-05,0.188,0.387,-1.17,0.76,Play
0.00025,0.198,0.137,-1.85,1.05,Play
0.000215,0.197,0.359,-1.56,0.8,Play
0.000203,0.203,0.428,-1.58,1.07,Play
0.000194,0.208,0.343,-1.3,0.766,Play
8.84E-05,0.198,0.214,-1.46,0.84,Play
8.25E-05,0.21,0.147,-1.74,0.806,Play
9.43E-05,0.218,0.438,-1.35,0.683,Play
0.000242,0.201,0.353,-1.72,1.02,Play
0.000222,0.206,0.433,-1.49,0.917,Play
0.000175,0.209,0.411,-1.4,0.693,Play
0.000168,0.214,0.349,-1.48,0.726,Play
0.000245,0.191,0.0895,-1.49,0.965,Play
0.000358,0.223,0.213,1.09,-0.89,Play
0.000216,0.176,0.188,0.995,-0.929,Play
0.000192,0.198,0.246,1.08,-0.922,Play
9.96E-05,0.167,0.25,0.897,-0.772,Play
0.000172,0.156,0.236,1.04,-0.933,Play
9.4E-05,0.181,0.164,1.07,-0.815,Play
0.000723,0.208,0.193,1.02,-0.939,Play
0.000488,0.187,0.282,0.368,-0.704,Play
0.000221,0.176,0.251,0.866,-0.719,Play
0.000145,0.186,0.2,0.987,-0.892,Play
0.000534,0.208,0.215,0.87,-0.937,Play
0.000284,0.199,0.207,0.764,-0.811,Play
0.000187,0.187,0.242,1.03,-0.948,Play
9.53E-05,0.163,0.215,0.862,-0.822,Play
0.000176,0.168,0.256,1.14,-0.924,Play
0.000168,0.152,0.205,0.862,-0.68,Play
0.000195,0.176,0.279,-0.212,-0.609,Play
0.000194,0.169,0.224,1.09,-0.847,Play
0.000192,0.198,0.234,1.06,-0.903,Play
0.000251,0.195,0.193,1.09,-0.829,Play
0.000333,0.162,0.205,0.827,-0.814,Play
0.000197,0.187,0.248,0.48,-0.586,Play
0.000143,0.198,0.226,0.839,-0.828,Play
0.000111,0.174,0.195,0.991,-0.841,Play
0.000111,0.165,0.22,0.146,-0.465,Play
0.000111,0.187,0.249,0.0941,-0.584,Play
0.000511,0.198,0.193,0.0675,-0.505,Play
0.000849,0.218,0.19,0.144,-0.575,Play
6.94E-05,0.183,0.193,0.0652,-0.487,Play
0.000319,0.196,0.252,0.132,-0.544,Play
0.000108,0.177,0.234,0.189,-0.528,Play
0.000121,0.196,0.227,0.286,-0.554,Play
0.000118,0.194,0.203,0.299,-0.528,Play
0.0002,0.265,0.175,0.151,-0.573,Play
0.000219,0.171,0.274,-0.00522,-0.387,Play
0.000243,0.183,0.195,0.145,-0.564,Play
8.28E-05,0.17,0.224,0.264,-0.488,Play
0.000107,0.19,0.172,0.268,-0.533,Play
0.000167,0.183,0.24,-0.787,-0.524,Play
0.000146,0.261,0.195,0.269,-0.56,Play
0.000206,0.202,0.243,0.224,-0.578,Play
0.000313,0.18,0.27,0.0699,-0.626,Play
0.000369,0.168,0.189,-0.162,-0.463,Play
0.000351,0.173,0.204,-0.268,-0.529,Play
0.000248,0.168,0.184,-0.647,-0.301,Play
0.000518,0.186,0.175,-0.386,-0.307,Play
0.000587,0.173,0.154,-0.212,-0.493,Play
0.00028,0.184,0.273,0.186,-0.59,Play
0.000238,0.188,0.277,0.37,-0.522,Play
0.000689,0.173,0.158,-0.019,-0.374,Play
0.000209,0.183,0.232,0.283,-0.464,Play
0.000347,0.176,0.241,0.197,-0.547,Play
0.000263,0.163,0.216,-0.512,-0.629,Play
0.00033,0.173,0.188,-0.509,-0.82,Play
0.000476,0.162,0.167,-0.413,-0.489,Play
0.000935,0.171,0.284,-1,-0.871,Play
0.000156,0.175,0.239,0.107,-0.58,Play
0.000174,0.182,0.268,0.259,-0.532,Play
0.000746,0.175,0.375,-0.703,0.0339,Play
0.00176,0.16,0.337,-0.527,0.161,Play
0.00231,0.164,0.328,-0.484,0.152,Play
0.000746,0.175,0.375,-0.703,0.0338,Play
0.00176,0.16,0.337,-0.527,0.161,Play
0.00231,0.164,0.328,-0.484,0.152,Play
0.00348,0.166,0.371,-3.49,0.199,Play
0.00105,0.185,0.0685,-2.07,1.23,Play
0.000311,0.197,0.387,-2.9,0.509,Play
0.000633,0.195,0.277,-2.23,0.594,Play
0.000285,0.191,0.439,-2.14,0.115,Play
0.000299,0.193,0.469,-1.79,-0.355,Play
0.00013,0.194,0.446,-1.59,-0.59,Play
0.000192,0.213,0.476,-1.76,-0.153,Play
0.000608,0.185,0.0504,-2.65,1.1,Play
0.00172,0.188,0.0658,-1.82,1.99,Play
0.00061,0.193,0.129,-2.4,1.01,Play
0.00168,0.177,0.071,-2.44,0.947,Play
0.000483,0.194,0.171,-2.01,1.41,Play
0.000709,0.0951,0.0898,-1.56,-1.53,Play
0.00117,0.0906,0.111,-3.31,-1.76,Play
0.000418,0.108,0.172,-1.35,-1.94,Play
0.000129,0.103,0.239,-2.79,-1.39,Play
0.00108,0.107,0.21,-1.73,-2.02,Play
0.000463,0.113,0.133,-1.55,-0.88,Play
8.69E-05,0.093,0.168,-1.04,-2.07,Play
0.000127,0.108,0.276,-1.39,-2.66,Play
0.000614,0.0896,0.171,-2.13,-1.07,Play
0.000762,0.0827,0.164,-2.58,-1.04,Play
0.000583,0.0761,0.15,-2.57,-1.11,Play
0.000455,0.0845,0.139,-1.54,-1.15,Play
0.000154,0.0969,0.207,-2.31,-0.944,Play
0.00152,0.0961,0.146,-1.72,-1.58,Play
0.000839,0.0801,0.148,-2.13,-1.76,Play
0.00248,0.0742,0.113,-2.08,-1.51,Play
0.00271,0.0819,0.102,-2.36,-0.585,Play
9.89E-05,0.104,0.288,-2.15,-1.65,Play
0.000598,0.0919,0.142,-2.43,-1.54,Play
0.000307,0.0889,0.169,-2.63,-1.16,Play
0.000213,0.0943,0.186,-1.89,-1.95,Play
0.00121,0.0882,0.143,-2.26,-1.65,Play
0.000137,0.0769,0.146,-1.47,-1.7,Play
0.00129,0.0912,0.201,-1.36,-1.11,Play
0.00126,0.0777,0.145,-2.65,-1.32,Play
7.25E-05,0.0945,0.217,-1.23,-2.06,Play
0.000269,0.209,0.356,0.134,0.268,Play
0.00253,0.205,0.495,-2.56,-0.924,Play
0.032,0.183,0.29,-1.12,0.552,Play
0.0211,0.221,0.343,-0.572,0.371,Play
0.000745,0.17,0.238,-0.942,0.648,Play
0.000746,0.175,0.375,-0.703,0.0339,Play
0.00176,0.16,0.337,-0.527,0.161,Play
0.00231,0.164,0.328,-0.484,0.152,Play
0.000682,0.0982,0.137,-1.47,-0.0817,Play
0.000195,0.148,0.252,-2.75,-0.647,Play
0.000224,0.12,0.183,-3.84,-1.41,Play
0.000259,0.114,0.162,-3.1,-1.33,Play
9.19E-05,0.118,0.217,-2,-1.82,Play
0.000143,0.17,0.209,-2.99,-1.6,Play
0.0002,0.134,0.24,-1.54,-0.952,Play
0.000307,0.17,0.193,-1.24,-0.483,Play
0.000398,0.206,0.171,-1.94,-0.997,Play
0.000152,0.148,0.13,-2.08,-1.48,Play
0.000576,0.196,0.158,-1.75,-0.222,Play
0.00238,0.142,0.178,-1.77,-0.224,Play
0.00135,0.103,0.171,-4.64,-2.28,Play
0.00155,0.134,0.173,-1.78,-0.515,Play
0.00157,0.173,0.0765,-2.77,-1.45,Play
0.0016,0.197,0.0717,-3.51,-0.911,Play
0.000792,0.164,0.0655,-3.68,-1.19,Play
0.00243,0.18,0.122,-4.02,-1.64,Play
0.00173,0.199,0.249,-3,-1.62,Play
0.00333,0.174,0.206,-3.01,0.407,Play
0.000378,0.186,0.483,-0.000894,-0.992,Play
0.00606,0.173,0.0421,-1.46,-1.07,Run
0.017,0.192,0.0382,-1.86,-1.51,Run
0.00326,0.183,0.0762,-1.37,-1.44,Run
0.0145,0.13,0.0271,-2.08,-0.79,Run
0.0419,0.127,0.0301,-2.12,-1.54,Run
0.0716,0.135,0.0234,-1.32,-0.388,Run
0.00246,0.199,0.0885,0.679,-0.564,Run
0.00231,0.12,0.093,-1.09,-0.335,Run
0.00198,0.112,0.0904,-1.06,-0.178,Run
0.00196,0.121,0.108,-1.08,-0.118,Run
0.00631,0.144,0.0281,-2.01,0.0407,Run
0.0047,0.148,0.028,-2.14,-0.0152,Run
0.0248,0.212,0.0427,0.389,-1.3,Run
0.000693,0.15,0.0826,-0.92,0.824,Run
0.000971,0.156,0.0888,-0.847,0.783,Run
0.000331,0.168,0.226,-1.07,0.939,Run
0.000439,0.182,0.149,-0.362,0.62,Run
0.000302,0.166,0.11,-0.744,0.714,Run
0.00266,0.206,0.358,-5.06,0.121,Run
0.00316,0.207,0.36,-4.99,0.102,Run
0.00314,0.207,0.359,-4.92,0.0685,Run
0.00302,0.207,0.362,-4.95,0.0519,Run
0.00313,0.207,0.361,-5.06,0.0301,Run
0.00029,0.155,0.0439,0.632,0.171,Run
0.0029,0.0977,0.00659,1.89,-0.439,Run
0.00438,0.108,0.00411,2.65,-0.444,Run
0.000345,0.178,0.199,-3.8,-1.6,Run
0.000296,0.161,0.152,-3.67,-1.66,Run
0.00596,0.127,0.0804,0.579,-1.88,Run
0.00454,0.128,0.0731,0.374,-1.92,Run
0.00512,0.125,0.0772,0.192,-1.96,Run
0.00706,0.086,0.0151,-2.93,-1.97,Run
0.00861,0.0896,0.0143,-3.07,-2.29,Run
0.00054,0.122,0.222,-0.00339,0.385,Run
0.000645,0.119,0.189,-0.106,0.343,Run
0.000521,0.123,0.212,0.0202,0.216,Run
0.000802,0.121,0.192,-0.19,0.394,Run
0.000932,0.114,0.153,-0.303,0.315,Run
0.000387,0.124,0.198,-0.178,-0.0479,Run
0.00112,0.123,0.223,0.0749,0.297,Run
0.000646,0.117,0.192,-0.109,0.336,Run
0.000642,0.121,0.207,-0.0752,0.309,Run
0.0007,0.122,0.166,-0.317,0.27,Run
0.00121,0.116,0.17,-0.275,0.343,Run
0.000474,0.123,0.211,-0.00438,0.125,Run
0.000733,0.118,0.193,-0.106,0.348,Run
0.00052,0.124,0.213,0.00778,0.168,Run
0.000744,0.12,0.192,-0.174,0.395,Run
0.000911,0.114,0.155,-0.316,0.331,Run
0.000656,0.122,0.2,-0.118,-0.0299,Run
0.00102,0.125,0.221,0.104,0.225,Run
0.000698,0.119,0.206,-0.121,0.331,Run
0.000752,0.119,0.192,-0.134,0.35,Run
0.000809,0.119,0.164,-0.339,0.181,Run
0.0008,0.118,0.168,-0.158,0.171,Run
0.000484,0.124,0.228,-0.0103,0.374,Run
0.000788,0.118,0.189,-0.0914,0.319,Run
0.00049,0.125,0.213,0.000542,0.179,Run
0.000817,0.12,0.193,-0.175,0.395,Run
0.000839,0.113,0.153,-0.34,0.335,Run
0.000497,0.125,0.203,-0.0226,-0.0913,Run
0.000506,0.122,0.219,-0.0139,0.285,Run
0.000617,0.117,0.19,-0.127,0.348,Run
0.000683,0.122,0.208,-0.0771,0.315,Run
0.000747,0.122,0.168,-0.276,0.299,Run
0.00129,0.115,0.168,-0.303,0.293,Run
0.000496,0.124,0.209,-0.0208,0.121,Run
0.000704,0.12,0.198,-0.118,0.302,Run
0.00115,0.124,0.213,-0.0206,0.143,Run
0.000818,0.121,0.194,-0.176,0.411,Run
0.000902,0.113,0.153,-0.345,0.291,Run
0.000616,0.123,0.201,0.0154,0.0348,Run
0.000915,0.124,0.22,0.0595,0.265,Run
0.000697,0.119,0.205,-0.12,0.338,Run
0.000726,0.121,0.197,-0.113,0.329,Run
0.000796,0.119,0.16,-0.37,0.21,Run
0.000772,0.118,0.173,-0.199,0.254,Run
0.000471,0.123,0.221,0.0709,0.25,Run
0.000655,0.119,0.199,-0.112,0.316,Run
0.000591,0.124,0.21,-0.019,0.144,Run
0.000778,0.12,0.195,-0.156,0.401,Run
0.00089,0.114,0.153,-0.354,0.295,Run
0.000592,0.124,0.196,-0.0256,0.0115,Run
0.000591,0.123,0.219,0.00607,0.326,Run
0.000678,0.116,0.191,-0.12,0.321,Run
0.000705,0.123,0.206,-0.0993,0.312,Run
0.000716,0.12,0.169,-0.262,0.274,Run
0.00133,0.115,0.169,-0.301,0.316,Run
0.000437,0.124,0.211,-0.0215,0.144,Run
0.000645,0.12,0.199,-0.0885,0.303,Run
0.00109,0.123,0.211,0.00252,0.145,Run
0.0008,0.119,0.193,-0.174,0.41,Run
0.00082,0.114,0.152,-0.406,0.257,Run
0.000614,0.123,0.196,0.0106,0.0699,Run
0.000928,0.124,0.225,0.0611,0.242,Run
0.000733,0.118,0.204,-0.102,0.317,Run
0.00075,0.121,0.197,-0.0872,0.319,Run
0.000872,0.119,0.162,-0.402,0.213,Run
0.000864,0.117,0.174,-0.193,0.279,Run
0.000459,0.125,0.219,0.0757,0.219,Run
0.000705,0.121,0.2,-0.0966,0.296,Run
0.0011,0.122,0.21,-0.00506,0.136,Run
0.000796,0.119,0.192,-0.188,0.397,Run
0.000905,0.114,0.153,-0.387,0.248,Run
0.000541,0.125,0.194,0.00444,0.0521,Run
0.000573,0.124,0.221,-0.0151,0.329,Run
0.000837,0.117,0.19,-0.113,0.324,Run
0.000686,0.122,0.207,-0.101,0.312,Run
0.000595,0.123,0.189,-0.223,0.258,Run
0.000822,0.114,0.157,-0.316,0.33,Run
0.000455,0.123,0.211,-0.0683,0.114,Run
0.000684,0.121,0.199,-0.113,0.286,Run
0.00117,0.123,0.21,-0.0211,0.138,Run
0.000806,0.118,0.189,-0.166,0.414,Run
0.00089,0.118,0.153,-0.436,0.237,Run
0.000646,0.121,0.187,-0.0147,0.0987,Run
0.000895,0.125,0.227,0.125,0.267,Run
0.000624,0.116,0.192,-0.15,0.284,Run
0.00072,0.122,0.209,-0.0684,0.339,Run
0.000806,0.119,0.16,-0.401,0.239,Run
0.000868,0.117,0.173,-0.188,0.265,Run
0.00048,0.124,0.219,0.0608,0.221,Run
0.000608,0.12,0.2,-0.107,0.281,Run
0.00111,0.123,0.211,-0.0123,0.157,Run
0.000841,0.117,0.189,-0.17,0.394,Run
0.000898,0.118,0.154,-0.448,0.22,Run
0.000585,0.123,0.189,0.0299,0.091,Run
0.000589,0.122,0.22,-0.0127,0.326,Run
0.00064,0.118,0.193,-0.0815,0.325,Run
0.000604,0.123,0.203,-0.164,0.267,Run
0.000678,0.122,0.191,-0.193,0.321,Run
0.000786,0.115,0.156,-0.303,0.317,Run
0.00047,0.123,0.21,-0.0996,0.114,Run
0.000787,0.121,0.203,-0.061,0.274,Run
0.000571,0.121,0.211,-0.0393,0.22,Run
0.000805,0.118,0.189,-0.156,0.341,Run
0.00087,0.118,0.158,-0.374,0.204,Run
0.000705,0.121,0.181,-0.104,0.167,Run
0.000867,0.125,0.225,0.127,0.258,Run
0.000711,0.116,0.193,-0.135,0.323,Run
0.00071,0.121,0.207,-0.0731,0.337,Run
0.000799,0.12,0.164,-0.423,0.269,Run
0.000935,0.117,0.171,-0.211,0.249,Run
0.000469,0.123,0.218,0.051,0.214,Run
0.000834,0.121,0.202,-0.0637,0.273,Run
0.000571,0.121,0.21,-0.0321,0.221,Run
0.000779,0.118,0.188,-0.183,0.321,Run
0.000872,0.119,0.157,-0.372,0.214,Run
0.00065,0.121,0.183,-0.106,0.17,Run
0.000539,0.123,0.221,-0.0091,0.349,Run
0.000678,0.119,0.194,-0.0857,0.353,Run
0.0006,0.122,0.201,-0.141,0.279,Run
0.000716,0.122,0.193,-0.166,0.333,Run
0.000864,0.114,0.156,-0.276,0.32,Run
0.000603,0.124,0.21,-0.0991,0.0816,Run
0.000929,0.123,0.21,0.0228,0.229,Run
0.000755,0.121,0.207,-0.0719,0.301,Run
0.000737,0.118,0.189,-0.201,0.355,Run
0.000854,0.118,0.161,-0.317,0.21,Run
0.000751,0.121,0.179,-0.123,0.16,Run
0.00104,0.124,0.227,0.102,0.299,Run
0.000745,0.117,0.192,-0.121,0.327,Run
0.0007,0.122,0.208,-0.0677,0.325,Run
0.000751,0.121,0.165,-0.364,0.287,Run
0.000968,0.116,0.169,-0.271,0.302,Run
0.000475,0.124,0.217,0.064,0.125,Run
0.000989,0.123,0.21,0.0196,0.243,Run
0.00064,0.119,0.206,-0.0862,0.293,Run
0.0008,0.118,0.185,-0.201,0.333,Run
0.000821,0.118,0.159,-0.372,0.177,Run
0.000736,0.121,0.179,-0.143,0.149,Run
0.00054,0.122,0.222,-0.0155,0.355,Run
0.00064,0.118,0.193,-0.102,0.347,Run
0.000535,0.123,0.21,-0.0486,0.223,Run
0.000759,0.12,0.185,-0.22,0.392,Run
0.000805,0.114,0.156,-0.292,0.308,Run
0.000464,0.123,0.21,-0.132,0.0478,Run
0.00105,0.124,0.209,0.0216,0.253,Run
0.000736,0.119,0.207,-0.081,0.32,Run
0.000831,0.119,0.192,-0.199,0.337,Run
0.000852,0.119,0.162,-0.305,0.204,Run
0.000817,0.119,0.17,-0.178,0.151,Run
0.00116,0.123,0.224,0.085,0.267,Run
0.000721,0.117,0.191,-0.117,0.324,Run
0.000705,0.121,0.206,-0.0577,0.335,Run
0.000747,0.121,0.167,-0.355,0.253,Run
0.0012,0.116,0.17,-0.252,0.321,Run
0.000436,0.124,0.214,0.0211,0.112,Run
0.000941,0.123,0.211,0.0234,0.256,Run
0.00061,0.121,0.207,-0.0729,0.283,Run
0.000844,0.118,0.19,-0.186,0.338,Run
0.000791,0.119,0.16,-0.284,0.208,Run
0.000782,0.119,0.173,-0.146,0.169,Run
0.000541,0.122,0.223,0.00428,0.4,Run
0.000581,0.117,0.19,-0.104,0.364,Run
0.000653,0.125,0.211,0.00149,0.228,Run
0.000729,0.123,0.193,-0.181,0.372,Run
0.00086,0.113,0.154,-0.299,0.312,Run
0.000541,0.123,0.207,-0.159,0.00452,Run
0.000906,0.124,0.208,0.0454,0.239,Run
0.000651,0.119,0.207,-0.0679,0.327,Run
0.000766,0.119,0.192,-0.146,0.304,Run
0.000785,0.118,0.163,-0.334,0.217,Run
0.000773,0.118,0.169,-0.176,0.148,Run
0.00113,0.124,0.225,0.0719,0.281,Run
0.000574,0.116,0.191,-0.108,0.353,Run
0.000674,0.122,0.207,-0.0711,0.322,Run
0.000763,0.121,0.169,-0.313,0.248,Run
0.00108,0.116,0.169,-0.26,0.333,Run
0.000464,0.124,0.215,-0.00537,0.117,Run
0.000882,0.125,0.208,0.0134,0.207,Run
0.00064,0.118,0.205,-0.0868,0.323,Run
0.000772,0.119,0.191,-0.146,0.317,Run
0.000819,0.119,0.163,-0.335,0.204,Run
0.000793,0.119,0.169,-0.172,0.134,Run
0.000534,0.122,0.221,-0.0122,0.398,Run
0.000651,0.118,0.192,-0.0808,0.334,Run
0.000503,0.124,0.216,0.019,0.209,Run
0.000776,0.122,0.192,-0.193,0.377,Run
0.000866,0.114,0.153,-0.298,0.353,Run
0.000456,0.121,0.199,-0.123,0.00513,Run
0.000994,0.124,0.221,0.025,0.224,Run
0.000668,0.118,0.205,-0.104,0.345,Run
0.000748,0.121,0.196,-0.119,0.312,Run
0.000883,0.118,0.162,-0.354,0.2,Run
0.000834,0.118,0.17,-0.175,0.2,Run
0.00122,0.123,0.224,0.116,0.2,Run
0.00076,0.117,0.191,-0.0819,0.322,Run
0.000627,0.123,0.206,-0.0638,0.335,Run
0.000708,0.121,0.172,-0.292,0.243,Run
0.00129,0.115,0.168,-0.303,0.309,Run
0.000458,0.124,0.209,-0.0131,0.135,Run
0.00107,0.125,0.217,0.0346,0.237,Run
0.000673,0.119,0.206,-0.127,0.336,Run
0.000748,0.12,0.195,-0.126,0.315,Run
0.00075,0.118,0.163,-0.345,0.225,Run
0.000818,0.118,0.168,-0.151,0.173,Run
0.00047,0.123,0.223,-0.00805,0.357,Run
0.000716,0.118,0.194,-0.0845,0.356,Run
0.000512,0.123,0.213,0.0151,0.176,Run
0.000829,0.121,0.193,-0.171,0.394,Run
0.000945,0.114,0.154,-0.31,0.346,Run
0.000482,0.122,0.194,-0.164,0.0205,Run
0.000943,0.125,0.223,0.0505,0.249,Run
0.000756,0.119,0.204,-0.102,0.302,Run
0.000691,0.12,0.196,-0.113,0.351,Run
0.000734,0.118,0.16,-0.375,0.202,Run
0.000843,0.118,0.176,-0.205,0.237,Run
0.00125,0.123,0.222,0.148,0.145,Run
0.000683,0.116,0.191,-0.108,0.312,Run
0.00066,0.123,0.205,-0.094,0.319,Run
0.000658,0.123,0.186,-0.22,0.319,Run
0.00079,0.115,0.159,-0.325,0.321,Run
0.000484,0.123,0.208,-0.0489,0.105,Run
0.00102,0.126,0.221,0.0643,0.235,Run
0.000585,0.12,0.205,-0.107,0.308,Run
0.000614,0.12,0.193,-0.106,0.331,Run
0.000839,0.119,0.16,-0.388,0.195,Run
0.000813,0.118,0.175,-0.203,0.237,Run
0.000456,0.124,0.219,0.082,0.223,Run
0.000725,0.119,0.198,-0.106,0.319,Run
0.00109,0.123,0.211,-0.0131,0.159,Run
0.000781,0.12,0.193,-0.161,0.39,Run
0.00086,0.114,0.152,-0.37,0.291,Run
0.000492,0.122,0.185,-0.106,0.0779,Run
0.000953,0.124,0.226,0.112,0.285,Run
0.000675,0.117,0.191,-0.106,0.306,Run
0.000696,0.121,0.209,-0.0864,0.342,Run
0.00084,0.119,0.161,-0.409,0.206,Run
0.00087,0.118,0.173,-0.198,0.281,Run
0.00117,0.123,0.218,0.0997,0.111,Run
0.000692,0.117,0.192,-0.0935,0.323,Run
0.000637,0.122,0.205,-0.133,0.288,Run
0.000678,0.123,0.193,-0.195,0.304,Run
0.000838,0.114,0.156,-0.307,0.317,Run
0.000485,0.123,0.205,-0.0728,0.102,Run
0.000915,0.125,0.224,0.101,0.278,Run
0.000675,0.118,0.203,-0.111,0.316,Run
0.000795,0.12,0.199,-0.0936,0.3,Run
0.000812,0.118,0.161,-0.391,0.228,Run
0.000861,0.117,0.174,-0.184,0.289,Run
0.000491,0.124,0.22,0.0857,0.221,Run
0.000671,0.12,0.199,-0.116,0.316,Run
0.0011,0.122,0.21,-0.00505,0.138,Run
0.000809,0.118,0.189,-0.183,0.405,Run
0.000906,0.118,0.155,-0.405,0.244,Run
0.000492,0.122,0.183,-0.106,0.111,Run
0.00095,0.125,0.229,0.117,0.236,Run
0.000738,0.117,0.193,-0.135,0.308,Run
0.00073,0.122,0.208,-0.0708,0.334,Run
0.000755,0.12,0.162,-0.422,0.272,Run
0.000926,0.117,0.171,-0.2,0.26,Run
0.00108,0.123,0.217,0.11,0.109,Run
0.000626,0.118,0.194,-0.106,0.345,Run
0.000641,0.122,0.203,-0.118,0.258,Run
0.00066,0.122,0.194,-0.2,0.342,Run
0.000836,0.114,0.156,-0.272,0.315,Run
0.000453,0.124,0.198,-0.135,0.0998,Run
0.000912,0.125,0.226,0.127,0.228,Run
0.000704,0.117,0.194,-0.14,0.286,Run
0.000725,0.122,0.208,-0.0492,0.313,Run
0.000791,0.119,0.161,-0.404,0.217,Run
0.000889,0.117,0.173,-0.194,0.25,Run
0.00045,0.124,0.218,0.0588,0.221,Run
0.00068,0.121,0.201,-0.0631,0.282,Run
0.00112,0.122,0.21,-0.0387,0.152,Run
0.000791,0.117,0.19,-0.175,0.399,Run
0.00089,0.117,0.153,-0.444,0.214,Run
0.000526,0.121,0.182,-0.103,0.165,Run
0.00103,0.124,0.228,0.116,0.264,Run
0.000739,0.116,0.193,-0.147,0.315,Run
0.000688,0.122,0.208,-0.0708,0.336,Run
0.000706,0.12,0.165,-0.412,0.27,Run
0.000932,0.116,0.169,-0.223,0.296,Run
0.00102,0.123,0.218,0.121,0.0729,Run
0.000661,0.118,0.193,-0.0716,0.364,Run
0.000512,0.123,0.21,-0.0383,0.238,Run
0.000791,0.121,0.187,-0.234,0.373,Run
0.00085,0.114,0.157,-0.269,0.308,Run
0.000476,0.123,0.198,-0.146,0.0605,Run
