Energy,Spectral_spread,Spectral_rollof,MFCC2,MFCC3,Class
0.000432,0.229,0.179,-2.32,-0.0618,Walk
0.000147,0.217,0.248,-1.72,0.324,Walk
6.47E-05,0.199,0.242,-3.16,0.209,Walk
0.00158,0.177,0.0922,-2.59,-0.597,Walk
0.00026,0.223,0.157,-2.38,-0.461,Walk
0.0305,0.224,0.0044,2.54,-0.707,Walk
0.0389,0.237,0.00436,2.44,-0.826,Walk
0.0371,0.23,0.00394,2.89,-0.903,Walk
0.0252,0.229,0.004,2.73,-0.773,Walk
0.00768,0.189,0.303,2.06,-0.837,Walk
0.0091,0.203,0.266,1.95,-0.777,Walk
0.00107,0.0801,0.0807,0.737,0.543,Walk
0.00202,0.21,0.0142,1.38,0.38,Walk
0.0101,0.2,0.0134,1.61,0.19,Walk
0.00459,0.184,0.0131,1.32,0.36,Walk
0.000998,0.108,0.0148,-0.213,-0.0679,Walk
0.000962,0.127,0.0188,-1.25,-0.0482,Walk
0.000427,0.127,0.0224,-2.36,-0.125,Walk
0.000167,0.0983,0.119,-2.34,-0.958,Walk
0.000171,0.0972,0.125,-2.06,-0.743,Walk
0.0139,0.257,0.000925,2.64,1.07,Walk
0.00504,0.256,0.0498,2.34,0.971,Walk
0.00285,0.235,0.0683,1.93,1.06,Walk
0.00636,0.244,0.00912,2.07,0.897,Walk
0.000232,0.141,0.062,0.0353,-0.826,Walk
0.00112,0.149,0.0748,0.245,-0.604,Walk
0.000176,0.168,0.19,0.0721,-1.01,Walk
0.000845,0.179,0.143,0.909,-1.05,Walk
0.00336,0.17,0.209,1.01,-1.15,Walk
0.012,0.209,0.0611,0.903,-1.39,Walk
0.00053,0.215,0.0378,0.773,-1.63,Walk
0.00057,0.211,0.0403,0.838,-2.28,Walk
0.00351,0.313,0.0119,0.47,-0.0272,Walk
0.00372,0.325,0.00751,0.592,-0.556,Walk
0.0795,0.145,0.00125,5.18,0.492,Walk
