ZCR,Energy,Spectral_centroid,Spectral_spread,Spectral_rollof,MFCC1,MFCC2,MFCC3,MFCC5,MFCC6,MFCC7,Chroma_vector11,Class
0.0931,0.017,0.155,0.192,0.0382,-23.5,-1.86,-1.51,0.6,-0.817,0.235,8.96E-05,Run
0.0921,0.00326,0.16,0.183,0.0762,-25.3,-1.37,-1.44,-0.183,-0.093,0.00772,6.03E-05,Run
0.0502,0.0145,0.0749,0.13,0.0271,-26.8,-2.08,-0.79,0.132,-0.364,0.124,0.000104,Run
0.0431,0.0419,0.0775,0.127,0.0301,-25.8,-2.12,-1.54,1.12,-0.528,-0.161,4.9E-05,Run
0.0419,0.0716,0.0789,0.135,0.0234,-26.3,-1.32,-0.388,0.545,-0.538,0.0102,3.84E-06,Run
0.0454,0.00246,0.168,0.199,0.0885,-21.7,0.679,-0.564,-0.71,-0.369,-0.323,0.00155,Run
0.0628,0.00231,0.11,0.12,0.093,-25.1,-1.09,-0.335,0.0245,0.0146,0.0373,7.3E-05,Run
0.0735,0.00198,0.105,0.112,0.0904,-25.5,-1.06,-0.178,-0.0602,-0.0176,0.0108,7.29E-05,Run
0.0833,0.00196,0.115,0.121,0.108,-25.4,-1.08,-0.118,0.14,-0.0894,-0.0736,0.000357,Run
0.017,0.00631,0.0932,0.144,0.0281,-22,-2.01,0.0407,0.314,0.248,-0.541,0.000867,Run
0.0153,0.0047,0.0979,0.148,0.028,-22.4,-2.14,-0.0152,0.26,0.176,-0.514,0.000682,Run
0.035,0.0248,0.176,0.212,0.0427,-20,0.389,-1.3,-1.15,-0.275,0.0764,0.00072,Run
0.0869,0.000693,0.138,0.15,0.0826,-26.8,-0.92,0.824,0.501,0.353,0.138,0.000125,Run
0.0919,0.000971,0.141,0.156,0.0888,-26.2,-0.847,0.783,0.451,0.394,0.0553,8.86E-05,Run
0.101,0.000331,0.178,0.168,0.226,-28.2,-1.07,0.939,0.488,0.187,0.129,0.000213,Run
0.107,0.000439,0.171,0.182,0.149,-27.4,-0.362,0.62,0.395,0.12,0.148,0.00015,Run
0.113,0.000302,0.15,0.166,0.11,-28,-0.744,0.714,0.417,0.0741,0.233,0.000171,Run
0.0504,0.00266,0.228,0.206,0.358,-27.1,-5.06,0.121,-0.0264,-0.317,0.0395,8.31E-05,Run
0.0615,0.00316,0.229,0.207,0.36,-26.8,-4.99,0.102,-0.0816,-0.359,0.00592,0.000194,Run
0.0631,0.00314,0.229,0.207,0.359,-26.7,-4.92,0.0685,-0.152,-0.36,0.0373,7.67E-05,Run
0.0617,0.00302,0.23,0.207,0.362,-26.8,-4.95,0.0519,-0.214,-0.429,0.0169,0.000158,Run
0.0629,0.00313,0.23,0.207,0.361,-26.9,-5.06,0.0301,-0.179,-0.4,0.027,0.000136,Run
0.0659,0.00029,0.107,0.155,0.0439,-24.4,0.632,0.171,-0.0101,0.0115,-0.116,0.00168,Run
0.0107,0.0029,0.044,0.0977,0.00659,-20.6,1.89,-0.439,-0.103,-0.0636,-0.0937,0.00196,Run
0.00887,0.00438,0.0507,0.108,0.00411,-20.5,2.65,-0.444,0.122,-0.0382,0.0895,0.00194,Run
0.0797,0.000345,0.184,0.178,0.199,-28.9,-3.8,-1.6,0.0646,-0.22,-0.0126,9.15E-05,Run
0.0662,0.000296,0.157,0.161,0.152,-29.1,-3.67,-1.66,0.0965,-0.0951,0.0959,0.000422,Run
0.0289,0.00596,0.103,0.127,0.0804,-21.1,0.579,-1.88,-0.333,-0.711,-0.52,0.00134,Run
0.03,0.00454,0.102,0.128,0.0731,-21.5,0.374,-1.92,-0.331,-0.66,-0.422,0.00196,Run
0.03,0.00512,0.102,0.125,0.0772,-21.4,0.192,-1.96,-0.277,-0.615,-0.447,0.000887,Run
0.0189,0.00706,0.0364,0.086,0.0151,-21.7,-2.93,-1.97,0.433,0.709,0.0685,0.00146,Run
0.0157,0.00861,0.039,0.0896,0.0143,-21.5,-3.07,-2.29,0.487,0.725,0.0644,0.000544,Run
0.158,0.00054,0.149,0.122,0.222,-27.2,-0.00339,0.385,-0.182,0.103,0.0146,0.000262,Run
0.156,0.000645,0.141,0.119,0.189,-26.9,-0.106,0.343,-0.264,-0.0825,-0.0169,0.000106,Run
0.158,0.000521,0.15,0.123,0.212,-27,0.0202,0.216,-0.162,0.0354,0.0236,0.00013,Run
0.145,0.000802,0.141,0.121,0.192,-26.7,-0.19,0.394,-0.237,0.0659,0.116,0.000126,Run
0.137,0.000932,0.124,0.114,0.153,-26.5,-0.303,0.315,0.0475,0.0451,0.203,0.000316,Run
0.155,0.000387,0.141,0.124,0.198,-27.2,-0.178,-0.0479,-0.0797,0.181,0.188,0.000198,Run
0.164,0.00112,0.15,0.123,0.223,-26,0.0749,0.297,-0.194,0.0805,0.0194,0.000129,Run
0.153,0.000646,0.141,0.117,0.192,-27,-0.109,0.336,-0.316,-0.0701,0.00464,0.000163,Run
0.152,0.000642,0.144,0.121,0.207,-26.9,-0.0752,0.309,-0.19,-0.0217,0.0562,0.000113,Run
0.147,0.0007,0.134,0.122,0.166,-27,-0.317,0.27,-0.123,0.0921,0.122,0.000133,Run
0.141,0.00121,0.131,0.116,0.17,-25.8,-0.275,0.343,0.0728,-0.0156,0.149,0.000232,Run
0.158,0.000474,0.143,0.123,0.211,-26.8,-0.00438,0.125,-0.214,0.216,0.144,0.000185,Run
0.155,0.000733,0.141,0.118,0.193,-27,-0.106,0.348,-0.213,-0.0939,-0.0281,7.17E-05,Run
0.158,0.00052,0.151,0.124,0.213,-27.1,0.00778,0.168,-0.189,0.0238,0.0271,0.000115,Run
0.146,0.000744,0.141,0.12,0.192,-26.8,-0.174,0.395,-0.229,0.0533,0.107,0.000114,Run
0.138,0.000911,0.125,0.114,0.155,-26.5,-0.316,0.331,0.0131,0.054,0.183,0.000294,Run
0.158,0.000656,0.14,0.122,0.2,-26.3,-0.118,-0.0299,-0.0267,0.173,0.169,0.000287,Run
0.16,0.00102,0.15,0.125,0.221,-26.1,0.104,0.225,-0.241,-0.0776,0.0487,0.000158,Run
0.156,0.000698,0.146,0.119,0.206,-27,-0.121,0.331,-0.266,-0.0427,0.0365,0.000179,Run
0.146,0.000752,0.14,0.119,0.192,-26.7,-0.134,0.35,-0.225,0.0232,0.0893,9.04E-05,Run
0.145,0.000809,0.132,0.119,0.164,-26.7,-0.339,0.181,-0.0326,0.0819,0.115,0.000161,Run
0.144,0.0008,0.129,0.118,0.168,-26.2,-0.158,0.171,0.046,0.0731,0.243,0.000171,Run
0.162,0.000484,0.152,0.124,0.228,-27.2,-0.0103,0.374,-0.18,0.0793,0.0283,0.000194,Run
0.155,0.000788,0.14,0.118,0.189,-26.8,-0.0914,0.319,-0.215,-0.0982,-0.0355,8.85E-05,Run
0.158,0.00049,0.151,0.125,0.213,-27.2,0.000542,0.179,-0.168,0.0233,0.0343,0.000111,Run
0.145,0.000817,0.142,0.12,0.193,-26.7,-0.175,0.395,-0.243,0.0458,0.108,0.000134,Run
0.138,0.000839,0.124,0.113,0.153,-26.6,-0.34,0.335,0.0123,0.0308,0.183,0.000309,Run
0.153,0.000497,0.144,0.125,0.203,-26.7,-0.0226,-0.0913,0.00446,0.203,0.187,0.000184,Run
0.164,0.000506,0.148,0.122,0.219,-27.1,-0.0139,0.285,-0.192,0.114,0.0146,0.000177,Run
0.153,0.000617,0.14,0.117,0.19,-27.1,-0.127,0.348,-0.319,-0.0695,0.00395,0.000158,Run
0.153,0.000683,0.145,0.122,0.208,-26.8,-0.0771,0.315,-0.185,-0.0162,0.0631,0.000159,Run
0.146,0.000747,0.135,0.122,0.168,-26.9,-0.276,0.299,-0.136,0.107,0.103,0.000167,Run
0.141,0.00129,0.13,0.115,0.168,-25.8,-0.303,0.293,0.0723,-0.0368,0.163,0.000216,Run
0.158,0.000496,0.143,0.124,0.209,-26.7,-0.0208,0.121,-0.245,0.211,0.132,0.000235,Run
0.158,0.000704,0.143,0.12,0.198,-26.9,-0.118,0.302,-0.191,-0.0904,-0.0334,8.32E-05,Run
0.157,0.00115,0.15,0.124,0.213,-26,-0.0206,0.143,-0.173,0.0424,0.0371,0.000117,Run
0.147,0.000818,0.142,0.121,0.194,-26.7,-0.176,0.411,-0.25,0.065,0.104,0.000106,Run
0.139,0.000902,0.124,0.113,0.153,-26.5,-0.345,0.291,-0.0406,0.0256,0.153,0.00035,Run
0.156,0.000616,0.141,0.123,0.201,-26.4,0.0154,0.0348,0.0398,0.168,0.208,0.000307,Run
0.161,0.000915,0.149,0.124,0.22,-26.2,0.0595,0.265,-0.213,-0.0032,0.0221,0.00012,Run
0.157,0.000697,0.146,0.119,0.205,-27.1,-0.12,0.338,-0.262,-0.0304,0.0421,0.000168,Run
0.147,0.000726,0.142,0.121,0.197,-26.7,-0.113,0.329,-0.188,-0.00557,0.0695,9.23E-05,Run
0.144,0.000796,0.13,0.119,0.16,-26.7,-0.37,0.21,-0.0896,0.0883,0.121,0.00015,Run
0.144,0.000772,0.132,0.118,0.173,-26.3,-0.199,0.254,0.0595,-0.00183,0.19,0.000208,Run
0.159,0.000471,0.148,0.123,0.221,-27,0.0709,0.25,-0.18,0.171,0.0856,0.000222,Run
0.157,0.000655,0.142,0.119,0.199,-27.1,-0.112,0.316,-0.198,-0.0686,-0.0373,9.41E-05,Run
0.157,0.000591,0.149,0.124,0.21,-26.9,-0.019,0.144,-0.167,0.0373,0.0362,0.000121,Run
0.146,0.000778,0.142,0.12,0.195,-26.7,-0.156,0.401,-0.257,0.0591,0.121,0.000115,Run
0.138,0.00089,0.124,0.114,0.153,-26.6,-0.354,0.295,-0.0504,0.029,0.158,0.000358,Run
0.151,0.000592,0.141,0.124,0.196,-26.5,-0.0256,0.0115,0.0719,0.163,0.225,0.000178,Run
0.163,0.000591,0.148,0.123,0.219,-26.9,0.00607,0.326,-0.166,0.102,0.0198,0.000183,Run
0.154,0.000678,0.14,0.116,0.191,-27,-0.12,0.321,-0.297,-0.0537,0.0261,0.000155,Run
0.154,0.000705,0.145,0.123,0.206,-26.7,-0.0993,0.312,-0.179,-0.0222,0.0496,0.000196,Run
0.147,0.000716,0.135,0.12,0.169,-26.9,-0.262,0.274,-0.164,0.112,0.067,0.00015,Run
0.14,0.00133,0.13,0.115,0.169,-25.7,-0.301,0.316,0.0769,-0.0392,0.176,0.000198,Run
0.158,0.000437,0.143,0.124,0.211,-26.9,-0.0215,0.144,-0.22,0.233,0.152,0.000268,Run
0.158,0.000645,0.143,0.12,0.199,-27,-0.0885,0.303,-0.216,-0.0942,-0.0291,0.000155,Run
0.156,0.00109,0.15,0.123,0.211,-26.2,0.00252,0.145,-0.182,-0.000958,0.0217,0.000104,Run
0.146,0.0008,0.141,0.119,0.193,-26.7,-0.174,0.41,-0.292,0.0584,0.14,0.000101,Run
0.14,0.00082,0.124,0.114,0.152,-26.7,-0.406,0.257,-0.000536,0.0635,0.165,0.000301,Run
0.154,0.000614,0.14,0.123,0.196,-26.3,0.0106,0.0699,0.0205,0.126,0.214,0.000297,Run
0.163,0.000928,0.15,0.124,0.225,-26.2,0.0611,0.242,-0.186,0.0304,-0.0104,0.000167,Run
0.153,0.000733,0.145,0.118,0.204,-26.9,-0.102,0.317,-0.337,-0.0709,0.0582,0.000154,Run
0.149,0.00075,0.142,0.121,0.197,-26.6,-0.0872,0.319,-0.174,-0.00125,0.0798,0.000107,Run
0.144,0.000872,0.131,0.119,0.162,-26.6,-0.402,0.213,-0.0696,0.147,0.138,0.000161,Run
0.144,0.000864,0.132,0.117,0.174,-26.3,-0.193,0.279,0.118,-0.00785,0.189,0.000248,Run
0.159,0.000459,0.148,0.125,0.219,-27,0.0757,0.219,-0.239,0.15,0.117,0.000198,Run
0.159,0.000705,0.143,0.121,0.2,-26.9,-0.0966,0.296,-0.196,-0.0838,-0.0106,0.000124,Run
0.156,0.0011,0.15,0.122,0.21,-26.2,-0.00506,0.136,-0.183,0.00536,0.0405,9.29E-05,Run
0.146,0.000796,0.141,0.119,0.192,-26.8,-0.188,0.397,-0.256,0.0681,0.126,0.000105,Run
0.139,0.000905,0.124,0.114,0.153,-26.6,-0.387,0.248,-0.0236,0.0715,0.168,0.000298,Run
0.151,0.000541,0.141,0.125,0.194,-26.5,0.00444,0.0521,0.0342,0.118,0.228,0.000218,Run
0.163,0.000573,0.149,0.124,0.221,-27,-0.0151,0.329,-0.159,0.113,0.0277,0.000181,Run
0.155,0.000837,0.14,0.117,0.19,-26.7,-0.113,0.324,-0.306,-0.0845,0.0205,0.000164,Run
0.155,0.000686,0.144,0.122,0.207,-26.8,-0.101,0.312,-0.157,-0.00618,0.0403,0.000227,Run
0.148,0.000595,0.142,0.123,0.189,-26.9,-0.223,0.258,-0.191,0.126,0.0568,0.000222,Run
0.139,0.000822,0.125,0.114,0.157,-26.6,-0.316,0.33,0.0798,-0.0185,0.172,0.00028,Run
0.159,0.000455,0.142,0.123,0.211,-26.8,-0.0683,0.114,-0.227,0.209,0.17,0.000252,Run
0.157,0.000684,0.143,0.121,0.199,-26.9,-0.113,0.286,-0.196,-0.0869,-0.0198,0.000132,Run
0.156,0.00117,0.15,0.123,0.21,-26.1,-0.0211,0.138,-0.184,0.00136,0.0316,0.000116,Run
0.146,0.000806,0.139,0.118,0.189,-26.7,-0.166,0.414,-0.27,0.0547,0.132,0.00014,Run
0.142,0.00089,0.127,0.118,0.153,-26.6,-0.436,0.237,-0.0491,0.0652,0.152,0.000365,Run
0.151,0.000646,0.138,0.121,0.187,-26.3,-0.0147,0.0987,0.0138,0.11,0.208,0.000317,Run
0.163,0.000895,0.152,0.125,0.227,-26.2,0.125,0.267,-0.148,0.0426,4.88E-05,0.000121,Run
0.153,0.000624,0.141,0.116,0.192,-27.1,-0.15,0.284,-0.346,-0.107,0.0198,0.000186,Run
0.149,0.00072,0.146,0.122,0.209,-26.8,-0.0684,0.339,-0.194,0.000837,0.0682,0.000103,Run
0.145,0.000806,0.13,0.119,0.16,-26.7,-0.401,0.239,-0.0668,0.158,0.128,0.000138,Run
0.144,0.000868,0.132,0.117,0.173,-26.3,-0.188,0.265,0.105,0.0114,0.186,0.000258,Run
0.159,0.00048,0.148,0.124,0.219,-26.9,0.0608,0.221,-0.228,0.164,0.131,0.000219,Run
0.158,0.000608,0.143,0.12,0.2,-27,-0.107,0.281,-0.201,-0.0773,-0.0276,0.000144,Run
0.156,0.00111,0.15,0.123,0.211,-26.1,-0.0123,0.157,-0.192,-0.000376,0.0255,0.000122,Run
0.145,0.000841,0.138,0.117,0.189,-26.6,-0.17,0.394,-0.277,0.0688,0.132,0.000129,Run
0.141,0.000898,0.128,0.118,0.154,-26.6,-0.448,0.22,-0.031,0.053,0.161,0.000343,Run
0.15,0.000585,0.139,0.123,0.189,-26.4,0.0299,0.091,0.0291,0.101,0.238,0.000229,Run
0.161,0.000589,0.148,0.122,0.22,-27,-0.0127,0.326,-0.163,0.106,0.00826,0.000225,Run
0.156,0.00064,0.141,0.118,0.193,-27,-0.0815,0.325,-0.279,-0.0837,0.0148,0.000159,Run
0.155,0.000604,0.144,0.123,0.203,-27,-0.164,0.267,-0.177,0.00334,0.0623,0.000268,Run
0.147,0.000678,0.142,0.122,0.191,-26.8,-0.193,0.321,-0.213,0.12,0.0749,0.000272,Run
0.137,0.000786,0.126,0.115,0.156,-26.7,-0.303,0.317,0.0688,-0.0146,0.18,0.000294,Run
0.16,0.00047,0.142,0.123,0.21,-26.8,-0.0996,0.114,-0.212,0.209,0.178,0.000229,Run
0.159,0.000787,0.144,0.121,0.203,-26.6,-0.061,0.274,-0.22,-0.0844,-0.0148,0.000169,Run
0.157,0.000571,0.15,0.121,0.211,-27.2,-0.0393,0.22,-0.249,-0.0357,0.057,8.06E-05,Run
0.144,0.000805,0.138,0.118,0.189,-26.7,-0.156,0.341,-0.232,0.0576,0.0969,0.000104,Run
0.142,0.00087,0.129,0.118,0.158,-26.6,-0.374,0.204,-0.0585,0.0919,0.144,0.000266,Run
0.15,0.000705,0.136,0.121,0.181,-26.2,-0.104,0.167,0.0558,0.0814,0.24,0.000339,Run
0.163,0.000867,0.151,0.125,0.225,-26.3,0.127,0.258,-0.116,0.0512,-0.0133,0.000155,Run
0.154,0.000711,0.141,0.116,0.193,-27,-0.135,0.323,-0.379,-0.099,0.0216,0.000186,Run
0.149,0.00071,0.144,0.121,0.207,-26.8,-0.0731,0.337,-0.202,-0.0381,0.0661,0.00012,Run
0.146,0.000799,0.132,0.12,0.164,-26.7,-0.423,0.269,-0.102,0.107,0.156,0.00014,Run
0.143,0.000935,0.132,0.117,0.171,-26.1,-0.211,0.249,0.105,0.0183,0.16,0.000241,Run
0.158,0.000469,0.147,0.123,0.218,-26.9,0.051,0.214,-0.22,0.193,0.127,0.000222,Run
0.158,0.000834,0.144,0.121,0.202,-26.5,-0.0637,0.273,-0.232,-0.106,0.00837,0.000179,Run
0.157,0.000571,0.15,0.121,0.21,-27.2,-0.0321,0.221,-0.253,-0.0331,0.0603,7.59E-05,Run
0.145,0.000779,0.138,0.118,0.188,-26.7,-0.183,0.321,-0.229,0.0544,0.0847,0.000112,Run
0.143,0.000872,0.129,0.119,0.157,-26.6,-0.372,0.214,-0.0612,0.0918,0.143,0.00026,Run
0.148,0.00065,0.135,0.121,0.183,-26.3,-0.106,0.17,0.0696,0.0794,0.244,0.000279,Run
0.161,0.000539,0.149,0.123,0.221,-27.1,-0.0091,0.349,-0.161,0.113,0.019,0.000255,Run
0.157,0.000678,0.142,0.119,0.194,-26.9,-0.0857,0.353,-0.287,-0.0786,-0.0112,0.000147,Run
0.155,0.0006,0.143,0.122,0.201,-27,-0.141,0.279,-0.164,0.0144,0.0936,0.00028,Run
0.147,0.000716,0.142,0.122,0.193,-26.8,-0.166,0.333,-0.23,0.103,0.0615,0.000216,Run
0.137,0.000864,0.125,0.114,0.156,-26.5,-0.276,0.32,0.0816,-0.000376,0.165,0.000276,Run
0.161,0.000603,0.143,0.124,0.21,-26.5,-0.0991,0.0816,-0.2,0.215,0.198,0.000326,Run
0.158,0.000929,0.147,0.123,0.21,-26.2,0.0228,0.229,-0.234,-0.047,-0.0213,0.00023,Run
0.157,0.000755,0.147,0.121,0.207,-26.9,-0.0719,0.301,-0.245,-0.0604,0.11,0.000107,Run
0.146,0.000737,0.138,0.118,0.189,-26.8,-0.201,0.355,-0.207,0.0509,0.0811,0.000128,Run
0.143,0.000854,0.13,0.118,0.161,-26.6,-0.317,0.21,-0.0878,0.112,0.145,0.000246,Run
0.149,0.000751,0.135,0.121,0.179,-26.2,-0.123,0.16,0.0521,0.0935,0.249,0.000353,Run
0.164,0.00104,0.15,0.124,0.227,-26.1,0.102,0.299,-0.146,0.0602,-0.00692,0.000144,Run
0.154,0.000745,0.141,0.117,0.192,-26.9,-0.121,0.327,-0.316,-0.073,0.00299,0.00017,Run
0.15,0.0007,0.145,0.122,0.208,-26.8,-0.0677,0.325,-0.196,-0.0365,0.0775,0.000138,Run
0.146,0.000751,0.133,0.121,0.165,-26.9,-0.364,0.287,-0.129,0.0922,0.176,0.000169,Run
0.142,0.000968,0.131,0.116,0.169,-26.1,-0.271,0.302,0.0803,-0.0269,0.135,0.00024,Run
0.159,0.000475,0.147,0.124,0.217,-26.9,0.064,0.125,-0.159,0.252,0.112,0.000219,Run
0.158,0.000989,0.147,0.123,0.21,-26.1,0.0196,0.243,-0.231,-0.0239,-0.0487,0.00018,Run
0.156,0.00064,0.146,0.119,0.206,-27.1,-0.0862,0.293,-0.246,-0.0757,0.112,0.000116,Run
0.145,0.0008,0.138,0.118,0.185,-26.7,-0.201,0.333,-0.222,0.0381,0.0724,0.000103,Run
0.143,0.000821,0.129,0.118,0.159,-26.7,-0.372,0.177,-0.0645,0.0954,0.145,0.000273,Run
0.148,0.000736,0.134,0.121,0.179,-26.2,-0.143,0.149,0.0817,0.0958,0.262,0.00029,Run
0.161,0.00054,0.148,0.122,0.222,-27.2,-0.0155,0.355,-0.186,0.11,0.033,0.000255,Run
0.155,0.00064,0.141,0.118,0.193,-27,-0.102,0.347,-0.267,-0.0748,-0.0279,0.000134,Run
0.157,0.000535,0.148,0.123,0.21,-27,-0.0486,0.223,-0.182,0.0328,0.0444,0.000136,Run
0.146,0.000759,0.14,0.12,0.185,-26.8,-0.22,0.392,-0.2,0.0694,0.095,0.00015,Run
0.136,0.000805,0.125,0.114,0.156,-26.6,-0.292,0.308,0.0798,0.0344,0.166,0.000314,Run
0.161,0.000464,0.143,0.123,0.21,-26.9,-0.132,0.0478,-0.206,0.195,0.187,0.000251,Run
0.159,0.00105,0.147,0.124,0.209,-26,0.0216,0.253,-0.241,-0.0729,0.00334,0.000202,Run
0.155,0.000736,0.147,0.119,0.207,-26.9,-0.081,0.32,-0.278,-0.0812,0.0764,0.000122,Run
0.146,0.000831,0.14,0.119,0.192,-26.6,-0.199,0.337,-0.209,0.0189,0.0957,0.000121,Run
0.145,0.000852,0.131,0.119,0.162,-26.6,-0.305,0.204,-0.0849,0.0975,0.135,0.000168,Run
0.146,0.000817,0.131,0.119,0.17,-26.1,-0.178,0.151,0.074,0.0667,0.255,0.000215,Run
0.165,0.00116,0.15,0.123,0.224,-25.9,0.085,0.267,-0.169,0.0623,0.00874,0.000186,Run
0.153,0.000721,0.141,0.117,0.191,-26.9,-0.117,0.324,-0.306,-0.0646,0.0131,0.000172,Run
0.151,0.000705,0.144,0.121,0.206,-26.8,-0.0577,0.335,-0.192,-0.0206,0.0759,0.00012,Run
0.147,0.000747,0.134,0.121,0.167,-26.9,-0.355,0.253,-0.113,0.104,0.134,0.000151,Run
0.141,0.0012,0.131,0.116,0.17,-25.8,-0.252,0.321,0.101,-0.023,0.167,0.000234,Run
0.157,0.000436,0.145,0.124,0.214,-27.1,0.0211,0.112,-0.19,0.29,0.116,0.000229,Run
0.159,0.000941,0.147,0.123,0.211,-26.2,0.0234,0.256,-0.239,-0.0752,-0.0109,0.000201,Run
0.155,0.00061,0.147,0.121,0.207,-27.1,-0.0729,0.283,-0.265,-0.0805,0.0947,0.000118,Run
0.146,0.000844,0.139,0.118,0.19,-26.6,-0.186,0.338,-0.195,0.0318,0.0715,0.00012,Run
0.144,0.000791,0.13,0.119,0.16,-26.7,-0.284,0.208,-0.0756,0.0874,0.134,0.000182,Run
0.147,0.000782,0.132,0.119,0.173,-26.2,-0.146,0.169,0.0855,0.077,0.24,0.000261,Run
0.162,0.000541,0.149,0.122,0.223,-27.2,0.00428,0.4,-0.174,0.0995,-0.00151,0.000261,Run
0.156,0.000581,0.14,0.117,0.19,-27.1,-0.104,0.364,-0.25,-0.0919,-0.00425,9.56E-05,Run
0.158,0.000653,0.149,0.125,0.211,-26.7,0.00149,0.228,-0.153,0.0338,0.013,0.000134,Run
0.145,0.000729,0.142,0.123,0.193,-26.8,-0.181,0.372,-0.225,0.075,0.0961,0.000107,Run
0.137,0.00086,0.124,0.113,0.154,-26.6,-0.299,0.312,0.0665,0.0405,0.168,0.000302,Run
0.16,0.000541,0.142,0.123,0.207,-26.6,-0.159,0.00452,-0.14,0.189,0.166,0.000229,Run
0.159,0.000906,0.146,0.124,0.208,-26.2,0.0454,0.239,-0.23,-0.0412,-0.00346,0.000207,Run
0.156,0.000651,0.147,0.119,0.207,-27.2,-0.0679,0.327,-0.271,-0.0839,0.0787,0.000138,Run
0.146,0.000766,0.14,0.119,0.192,-26.7,-0.146,0.304,-0.224,0.0273,0.0908,0.000108,Run
0.145,0.000785,0.131,0.118,0.163,-26.7,-0.334,0.217,-0.0837,0.0882,0.125,0.000188,Run
0.144,0.000773,0.13,0.118,0.169,-26.2,-0.176,0.148,0.0534,0.0634,0.245,0.000224,Run
0.164,0.00113,0.151,0.124,0.225,-26,0.0719,0.281,-0.156,0.064,0.0093,0.000139,Run
0.154,0.000574,0.14,0.116,0.191,-27.2,-0.108,0.353,-0.316,-0.0556,0.0182,0.000161,Run
0.153,0.000674,0.145,0.122,0.207,-26.8,-0.0711,0.322,-0.193,-0.0143,0.0658,0.000153,Run
0.146,0.000763,0.134,0.121,0.169,-26.9,-0.313,0.248,-0.106,0.103,0.112,0.000173,Run
0.141,0.00108,0.131,0.116,0.169,-26,-0.26,0.333,0.0736,-0.0194,0.148,0.000229,Run
0.159,0.000464,0.146,0.124,0.215,-27,-0.00537,0.117,-0.176,0.273,0.122,0.000274,Run
0.159,0.000882,0.147,0.125,0.208,-26.2,0.0134,0.207,-0.249,-0.055,-0.0305,0.000215,Run
0.156,0.00064,0.146,0.118,0.205,-27.1,-0.0868,0.323,-0.279,-0.0778,0.0704,0.000122,Run
0.146,0.000772,0.14,0.119,0.191,-26.7,-0.146,0.317,-0.227,0.0409,0.0985,0.00013,Run
0.145,0.000819,0.131,0.119,0.163,-26.6,-0.335,0.204,-0.0726,0.0935,0.134,0.000186,Run
0.144,0.000793,0.13,0.119,0.169,-26.2,-0.172,0.134,0.0666,0.0807,0.253,0.000231,Run
0.162,0.000534,0.148,0.122,0.221,-27.2,-0.0122,0.398,-0.188,0.0941,0.0243,0.00025,Run
0.155,0.000651,0.141,0.118,0.192,-26.9,-0.0808,0.334,-0.243,-0.1,-0.032,9.71E-05,Run
0.159,0.000503,0.151,0.124,0.216,-27.1,0.019,0.209,-0.17,0.0278,0.0113,0.000117,Run
0.145,0.000776,0.142,0.122,0.192,-26.7,-0.193,0.377,-0.247,0.0629,0.11,0.000104,Run
0.137,0.000866,0.124,0.114,0.153,-26.6,-0.298,0.353,0.0342,0.0663,0.196,0.000298,Run
0.159,0.000456,0.14,0.121,0.199,-26.9,-0.123,0.00513,-0.0975,0.18,0.181,0.000203,Run
0.16,0.000994,0.149,0.124,0.221,-26,0.025,0.224,-0.244,-0.0297,0.0284,0.000147,Run
0.156,0.000668,0.146,0.118,0.205,-27.1,-0.104,0.345,-0.266,-0.0315,0.0393,0.000141,Run
0.147,0.000748,0.142,0.121,0.196,-26.7,-0.119,0.312,-0.198,0.000996,0.1,9.82E-05,Run
0.144,0.000883,0.13,0.118,0.162,-26.6,-0.354,0.2,-0.0763,0.0976,0.126,0.000145,Run
0.144,0.000834,0.131,0.118,0.17,-26.2,-0.175,0.2,0.0857,0.0116,0.174,0.000205,Run
0.163,0.00122,0.15,0.123,0.224,-25.8,0.116,0.2,-0.133,0.103,0.00706,0.000146,Run
0.154,0.00076,0.141,0.117,0.191,-26.8,-0.0819,0.322,-0.313,-0.0709,0.0251,0.000167,Run
0.153,0.000627,0.144,0.123,0.206,-26.9,-0.0638,0.335,-0.189,-0.0339,0.0458,0.00018,Run
0.147,0.000708,0.136,0.121,0.172,-27,-0.292,0.243,-0.16,0.114,0.0674,0.000163,Run
0.14,0.00129,0.13,0.115,0.168,-25.8,-0.303,0.309,0.0859,-0.0265,0.184,0.000184,Run
0.158,0.000458,0.145,0.124,0.209,-27,-0.0131,0.135,-0.156,0.231,0.159,0.000255,Run
0.16,0.00107,0.148,0.125,0.217,-25.9,0.0346,0.237,-0.25,-0.0319,0.0171,0.000149,Run
0.157,0.000673,0.146,0.119,0.206,-27.1,-0.127,0.336,-0.279,-0.0481,0.0451,0.000166,Run
0.146,0.000748,0.141,0.12,0.195,-26.6,-0.126,0.315,-0.193,0.0185,0.0807,0.000123,Run
0.145,0.00075,0.131,0.118,0.163,-26.8,-0.345,0.225,-0.0609,0.12,0.124,0.000154,Run
0.144,0.000818,0.13,0.118,0.168,-26.2,-0.151,0.173,0.0701,0.0753,0.24,0.00022,Run
0.16,0.00047,0.15,0.123,0.223,-27.1,-0.00805,0.357,-0.171,0.101,0.00865,0.000176,Run
0.156,0.000716,0.141,0.118,0.194,-27,-0.0845,0.356,-0.235,-0.0981,-0.036,6.51E-05,Run
0.157,0.000512,0.15,0.123,0.213,-27.1,0.0151,0.176,-0.182,0.0244,0.0377,0.00012,Run
