ZCR,Energy,Spectral_centroid,Spectral_spread,Spectral_rollof,MFCC1,MFCC2,MFCC3,MFCC5,MFCC6,MFCC7,Chroma_vector11,Class
0.146,0.000829,0.142,0.121,0.193,-26.6,-0.171,0.394,-0.234,0.043,0.109,0.000112,Run
0.138,0.000945,0.125,0.114,0.154,-26.5,-0.31,0.346,-0.000376,0.0741,0.174,0.000293,Run
0.157,0.000482,0.138,0.122,0.194,-26.8,-0.164,0.0205,-0.0191,0.182,0.214,0.000252,Run
0.162,0.000943,0.15,0.125,0.223,-26.2,0.0505,0.249,-0.183,0.0161,-0.00344,0.000158,Run
0.155,0.000756,0.145,0.119,0.204,-26.9,-0.102,0.302,-0.329,-0.075,0.0518,0.000152,Run
0.147,0.000691,0.141,0.12,0.196,-26.8,-0.113,0.351,-0.176,-0.0078,0.0652,0.000101,Run
0.144,0.000734,0.13,0.118,0.16,-26.8,-0.375,0.202,-0.0538,0.143,0.119,0.000173,Run
0.145,0.000843,0.133,0.118,0.176,-26.2,-0.205,0.237,0.0865,0.013,0.206,0.000221,Run
0.161,0.00125,0.149,0.123,0.222,-25.7,0.148,0.145,-0.182,0.139,0.111,0.000143,Run
0.155,0.000683,0.14,0.116,0.191,-27,-0.108,0.312,-0.287,-0.0681,0.014,0.000163,Run
0.155,0.00066,0.144,0.123,0.205,-26.8,-0.094,0.319,-0.149,-0.00831,0.0264,0.000199,Run
0.147,0.000658,0.14,0.123,0.186,-26.9,-0.22,0.319,-0.161,0.149,0.0873,0.00021,Run
0.139,0.00079,0.126,0.115,0.159,-26.7,-0.325,0.321,0.0702,-0.0326,0.177,0.000302,Run
0.158,0.000484,0.144,0.123,0.208,-27,-0.0489,0.105,-0.143,0.245,0.148,0.000271,Run
0.161,0.00102,0.15,0.126,0.221,-26.1,0.0643,0.235,-0.193,0.0284,0.0003,0.000154,Run
0.155,0.000585,0.146,0.12,0.205,-27.2,-0.107,0.308,-0.336,-0.0864,0.0469,0.000159,Run
0.147,0.000614,0.141,0.12,0.193,-26.9,-0.106,0.331,-0.185,-0.00638,0.0663,0.000103,Run
0.144,0.000839,0.13,0.119,0.16,-26.6,-0.388,0.195,-0.069,0.145,0.123,0.000158,Run
0.145,0.000813,0.132,0.118,0.175,-26.3,-0.203,0.237,0.0896,0.0104,0.194,0.000238,Run
0.158,0.000456,0.148,0.124,0.219,-27,0.082,0.223,-0.223,0.165,0.125,0.000206,Run
0.158,0.000725,0.142,0.119,0.198,-26.9,-0.106,0.319,-0.192,-0.0868,-0.0317,8.46E-05,Run
0.157,0.00109,0.15,0.123,0.211,-26,-0.0131,0.159,-0.168,0.0522,0.0402,0.000109,Run
0.146,0.000781,0.142,0.12,0.193,-26.8,-0.161,0.39,-0.267,0.0534,0.106,0.000115,Run
0.139,0.00086,0.124,0.114,0.152,-26.6,-0.37,0.291,-0.0402,0.0363,0.158,0.00034,Run
0.155,0.000492,0.137,0.122,0.185,-26.7,-0.106,0.0779,0.0136,0.188,0.19,0.000286,Run
0.162,0.000953,0.151,0.124,0.226,-26.2,0.112,0.285,-0.15,0.0437,0.00104,0.000174,Run
0.154,0.000675,0.141,0.117,0.191,-27,-0.106,0.306,-0.343,-0.0961,0.0247,0.000169,Run
0.149,0.000696,0.146,0.121,0.209,-26.8,-0.0864,0.342,-0.191,-0.0248,0.064,0.000106,Run
0.144,0.00084,0.13,0.119,0.161,-26.6,-0.409,0.206,-0.0621,0.149,0.132,0.000144,Run
0.143,0.00087,0.132,0.118,0.173,-26.3,-0.198,0.281,0.0928,0.0115,0.186,0.000248,Run
0.159,0.00117,0.148,0.123,0.218,-25.7,0.0997,0.111,-0.188,0.151,0.131,0.000167,Run
0.155,0.000692,0.141,0.117,0.192,-26.9,-0.0935,0.323,-0.282,-0.073,0.0308,0.000164,Run
0.154,0.000637,0.144,0.122,0.205,-26.9,-0.133,0.288,-0.16,0.0136,0.0638,0.000258,Run
0.147,0.000678,0.143,0.123,0.193,-26.8,-0.195,0.304,-0.199,0.123,0.0713,0.00025,Run
0.137,0.000838,0.125,0.114,0.156,-26.6,-0.307,0.317,0.069,-0.0174,0.179,0.000294,Run
0.158,0.000485,0.143,0.123,0.205,-27,-0.0728,0.102,-0.144,0.199,0.158,0.000226,Run
0.162,0.000915,0.151,0.125,0.224,-26.2,0.101,0.278,-0.159,0.0377,0.0221,0.000159,Run
0.153,0.000675,0.144,0.118,0.203,-27,-0.111,0.316,-0.341,-0.0975,0.0354,0.000169,Run
0.15,0.000795,0.142,0.12,0.199,-26.6,-0.0936,0.3,-0.184,-0.00911,0.0825,0.000108,Run
0.144,0.000812,0.13,0.118,0.161,-26.7,-0.391,0.228,-0.0594,0.16,0.128,0.00015,Run
0.144,0.000861,0.132,0.117,0.174,-26.3,-0.184,0.289,0.0877,0.000952,0.187,0.000252,Run
0.159,0.000491,0.148,0.124,0.22,-26.9,0.0857,0.221,-0.218,0.18,0.126,0.000214,Run
0.158,0.000671,0.143,0.12,0.199,-26.9,-0.116,0.316,-0.201,-0.0844,-0.0128,0.000143,Run
0.156,0.0011,0.149,0.122,0.21,-26.2,-0.00505,0.138,-0.172,0.00946,0.0256,9.8E-05,Run
0.146,0.000809,0.139,0.118,0.189,-26.7,-0.183,0.405,-0.277,0.0674,0.146,0.000111,Run
0.14,0.000906,0.128,0.118,0.155,-26.6,-0.405,0.244,-0.0143,0.0759,0.165,0.000328,Run
0.154,0.000492,0.137,0.122,0.183,-26.7,-0.106,0.111,0.0045,0.16,0.208,0.00033,Run
0.163,0.00095,0.152,0.125,0.229,-26.1,0.117,0.236,-0.134,0.0374,-0.0137,0.000126,Run
0.154,0.000738,0.142,0.117,0.193,-26.9,-0.135,0.308,-0.347,-0.0861,0.0278,0.000191,Run
0.15,0.00073,0.146,0.122,0.208,-26.7,-0.0708,0.334,-0.177,-0.0109,0.0718,0.000116,Run
0.146,0.000755,0.131,0.12,0.162,-26.8,-0.422,0.272,-0.108,0.107,0.147,0.000165,Run
0.143,0.000926,0.131,0.117,0.171,-26.2,-0.2,0.26,0.115,0.0174,0.157,0.000242,Run
0.158,0.00108,0.147,0.123,0.217,-25.8,0.11,0.109,-0.184,0.172,0.142,0.000147,Run
0.156,0.000626,0.141,0.118,0.194,-27,-0.106,0.345,-0.256,-0.0598,0.000534,0.000169,Run
0.156,0.000641,0.143,0.122,0.203,-26.9,-0.118,0.258,-0.151,0.0126,0.0848,0.000229,Run
0.148,0.00066,0.143,0.122,0.194,-26.9,-0.2,0.342,-0.216,0.133,0.0607,0.000232,Run
0.136,0.000836,0.125,0.114,0.156,-26.6,-0.272,0.315,0.0878,0.00837,0.162,0.000274,Run
0.157,0.000453,0.142,0.124,0.198,-27.1,-0.135,0.0998,-0.166,0.175,0.189,0.00028,Run
0.163,0.000912,0.151,0.125,0.226,-26.2,0.127,0.228,-0.128,0.0364,-0.0236,0.000118,Run
0.154,0.000704,0.142,0.117,0.194,-27,-0.14,0.286,-0.368,-0.095,0.0209,0.000216,Run
0.149,0.000725,0.145,0.122,0.208,-26.7,-0.0492,0.313,-0.186,-0.0161,0.0556,0.000102,Run
0.146,0.000791,0.131,0.119,0.161,-26.7,-0.404,0.217,-0.0581,0.135,0.123,0.000135,Run
0.143,0.000889,0.132,0.117,0.173,-26.2,-0.194,0.25,0.113,0.014,0.183,0.000271,Run
0.159,0.00045,0.148,0.124,0.218,-27,0.0588,0.221,-0.241,0.169,0.122,0.000194,Run
0.158,0.00068,0.144,0.121,0.201,-26.8,-0.0631,0.282,-0.203,-0.0904,-0.0188,0.000174,Run
0.156,0.00112,0.15,0.122,0.21,-26.2,-0.0387,0.152,-0.206,-0.0124,0.00586,8.9E-05,Run
0.146,0.000791,0.139,0.117,0.19,-26.7,-0.175,0.399,-0.277,0.0512,0.135,0.000138,Run
0.142,0.00089,0.127,0.117,0.153,-26.6,-0.444,0.214,-0.0316,0.0607,0.144,0.000364,Run
0.151,0.000526,0.136,0.121,0.182,-26.7,-0.103,0.165,-0.00294,0.164,0.215,0.000248,Run
0.164,0.00103,0.151,0.124,0.228,-26,0.116,0.264,-0.108,0.054,-0.000664,0.00016,Run
0.153,0.000739,0.141,0.116,0.193,-26.9,-0.147,0.315,-0.359,-0.083,0.0334,0.000199,Run
0.15,0.000688,0.145,0.122,0.208,-26.8,-0.0708,0.336,-0.204,-0.0279,0.0869,0.000117,Run
0.146,0.000706,0.132,0.12,0.165,-26.9,-0.412,0.27,-0.109,0.115,0.167,0.000153,Run
0.143,0.000932,0.131,0.116,0.169,-26.2,-0.223,0.296,0.121,-0.0142,0.161,0.000218,Run
0.158,0.00102,0.148,0.123,0.218,-25.9,0.121,0.0729,-0.177,0.199,0.148,0.000163,Run
0.156,0.000661,0.141,0.118,0.193,-26.9,-0.0716,0.364,-0.28,-0.0808,-0.00325,0.000143,Run
0.157,0.000512,0.148,0.123,0.21,-27.1,-0.0383,0.238,-0.174,0.0167,0.0392,0.000147,Run
0.146,0.000791,0.14,0.121,0.187,-26.7,-0.234,0.373,-0.207,0.0591,0.0915,0.000135,Run
0.137,0.00085,0.125,0.114,0.157,-26.5,-0.269,0.308,0.106,0.0174,0.162,0.000283,Run
0.157,0.000476,0.142,0.123,0.198,-27,-0.146,0.0605,-0.17,0.185,0.212,0.000247,Run
0.164,0.000935,0.151,0.124,0.226,-26.1,0.139,0.258,-0.103,0.0451,-0.00335,0.000166,Run
0.153,0.000713,0.141,0.116,0.193,-26.9,-0.143,0.311,-0.365,-0.0966,0.0271,0.00022,Run
0.149,0.000686,0.144,0.121,0.207,-26.8,-0.0807,0.332,-0.206,-0.0336,0.0675,0.000122,Run
0.147,0.00073,0.133,0.122,0.165,-26.9,-0.42,0.294,-0.117,0.122,0.167,0.000136,Run
0.143,0.000935,0.131,0.116,0.17,-26.2,-0.225,0.283,0.11,-0.00666,0.162,0.000226,Run
0.158,0.000489,0.147,0.123,0.217,-26.9,0.0473,0.158,-0.187,0.213,0.117,0.000215,Run
0.158,0.000804,0.144,0.121,0.203,-26.5,-0.0417,0.28,-0.224,-0.101,-0.0148,0.000179,Run
0.157,0.000591,0.15,0.122,0.21,-27.2,-0.0241,0.218,-0.238,-0.0139,0.0516,7.54E-05,Run
0.144,0.000784,0.138,0.117,0.187,-26.7,-0.162,0.346,-0.224,0.0552,0.105,0.000113,Run
0.142,0.000857,0.129,0.118,0.157,-26.6,-0.363,0.2,-0.0709,0.101,0.137,0.000276,Run
0.149,0.000546,0.134,0.121,0.177,-26.6,-0.188,0.193,0.0302,0.143,0.25,0.000332,Run
0.164,0.0011,0.15,0.124,0.225,-26,0.101,0.28,-0.139,0.0617,-0.00661,0.000152,Run
0.154,0.000719,0.141,0.117,0.193,-26.9,-0.107,0.321,-0.308,-0.075,0.00493,0.000158,Run
0.151,0.000671,0.144,0.121,0.207,-26.8,-0.0467,0.341,-0.209,-0.0205,0.0603,0.000134,Run
0.146,0.000783,0.133,0.121,0.165,-26.8,-0.371,0.271,-0.119,0.101,0.163,0.000171,Run
0.141,0.000921,0.131,0.116,0.17,-26.2,-0.264,0.306,0.0803,-0.0357,0.143,0.000232,Run
0.159,0.00109,0.147,0.124,0.218,-25.8,0.123,0.0865,-0.181,0.198,0.138,0.000199,Run
0.154,0.000661,0.141,0.118,0.191,-27,-0.112,0.333,-0.246,-0.0807,-0.0092,0.000139,Run
0.158,0.000519,0.148,0.124,0.21,-27,-0.0422,0.234,-0.197,0.031,0.0442,0.000115,Run
0.146,0.00075,0.142,0.121,0.194,-26.7,-0.187,0.392,-0.229,0.0929,0.103,0.000128,Run
0.136,0.000894,0.125,0.113,0.154,-26.5,-0.289,0.345,0.0707,0.0424,0.17,0.000286,Run
0.156,0.00046,0.142,0.124,0.198,-27,-0.188,-0.0114,-0.118,0.143,0.179,0.000205,Run
0.164,0.00103,0.15,0.124,0.226,-26.1,0.105,0.285,-0.136,0.0624,0.00493,0.000156,Run
0.153,0.000746,0.141,0.116,0.193,-26.8,-0.0986,0.303,-0.345,-0.0812,-0.00225,0.000176,Run
0.15,0.000668,0.144,0.121,0.207,-26.9,-0.0772,0.321,-0.186,-0.0105,0.0788,0.000115,Run
0.147,0.000729,0.133,0.121,0.165,-26.9,-0.376,0.253,-0.12,0.0913,0.158,0.000169,Run
0.142,0.000954,0.13,0.116,0.17,-26.1,-0.277,0.285,0.0875,-0.0165,0.148,0.000248,Run
0.159,0.000465,0.147,0.124,0.218,-27,0.0596,0.136,-0.185,0.264,0.128,0.000242,Run
0.158,0.000987,0.147,0.123,0.21,-26.1,0.00844,0.236,-0.239,-0.0347,-0.0244,0.000209,Run
0.156,0.00067,0.146,0.119,0.206,-27.1,-0.0755,0.315,-0.264,-0.0635,0.0999,0.000112,Run
0.146,0.000737,0.139,0.119,0.188,-26.8,-0.197,0.324,-0.193,0.052,0.0823,0.000137,Run
0.144,0.00084,0.13,0.117,0.161,-26.6,-0.321,0.199,-0.117,0.0791,0.147,0.00025,Run
0.147,0.000542,0.132,0.12,0.172,-26.7,-0.222,0.184,0.0727,0.132,0.237,0.000355,Run
0.165,0.00128,0.15,0.124,0.225,-25.8,0.0862,0.288,-0.183,0.066,0.0155,0.000138,Run
0.153,0.000715,0.141,0.116,0.192,-26.9,-0.098,0.343,-0.312,-0.0709,0.0307,0.00019,Run
0.152,0.000673,0.144,0.121,0.206,-26.8,-0.0429,0.326,-0.196,-0.0298,0.0709,0.000115,Run
0.147,0.000736,0.135,0.121,0.169,-26.9,-0.311,0.24,-0.111,0.0742,0.117,0.000141,Run
0.142,0.00115,0.131,0.116,0.169,-25.9,-0.257,0.329,0.076,-0.0215,0.157,0.000243,Run
0.158,0.000717,0.145,0.123,0.214,-26.4,0.053,0.0694,-0.166,0.186,0.147,0.000205,Run
0.155,0.000672,0.141,0.119,0.189,-26.9,-0.108,0.351,-0.255,-0.0776,-0.0223,0.000103,Run
0.158,0.000511,0.152,0.125,0.215,-27,-0.00847,0.237,-0.161,0.0225,0.0184,9.72E-05,Run
0.146,0.000754,0.141,0.121,0.191,-26.8,-0.165,0.388,-0.225,0.0796,0.128,0.00012,Run
0.137,0.000891,0.124,0.114,0.154,-26.6,-0.312,0.319,0.0611,0.0506,0.204,0.000311,Run
0.155,0.000421,0.141,0.124,0.197,-27.1,-0.181,-0.0322,-0.0747,0.21,0.197,0.00018,Run
0.165,0.00104,0.15,0.124,0.225,-26.1,0.0851,0.295,-0.164,0.0787,0.00699,0.000168,Run
0.154,0.000706,0.141,0.117,0.192,-26.9,-0.101,0.337,-0.314,-0.059,0.0271,0.000157,Run
0.151,0.00077,0.144,0.121,0.207,-26.7,-0.0611,0.311,-0.193,-0.00176,0.0682,0.000114,Run
0.146,0.000699,0.133,0.12,0.165,-27,-0.33,0.255,-0.139,0.0667,0.111,0.000161,Run
0.141,0.00118,0.131,0.116,0.171,-25.8,-0.244,0.316,0.0797,-0.0319,0.156,0.000241,Run
0.158,0.000514,0.146,0.124,0.214,-26.9,0.0165,0.111,-0.185,0.291,0.111,0.000236,Run
0.159,0.00101,0.147,0.124,0.209,-26.1,0.0286,0.257,-0.232,-0.0707,0.00155,0.000203,Run
0.155,0.000721,0.146,0.12,0.206,-26.9,-0.0928,0.29,-0.257,-0.0731,0.0805,0.000127,Run
0.147,0.000738,0.14,0.118,0.193,-26.7,-0.17,0.354,-0.198,0.0473,0.0852,0.000112,Run
0.145,0.000735,0.131,0.119,0.162,-26.8,-0.3,0.197,-0.0853,0.0993,0.106,0.00017,Run
0.146,0.000786,0.131,0.119,0.171,-26.2,-0.191,0.135,0.0784,0.0855,0.261,0.000248,Run
0.164,0.000578,0.148,0.123,0.219,-26.9,-0.0145,0.317,-0.202,0.103,0.0147,0.000174,Run
0.153,0.00071,0.14,0.117,0.19,-26.9,-0.112,0.346,-0.311,-0.0577,0.0315,0.000152,Run
0.154,0.000631,0.144,0.122,0.206,-26.9,-0.0723,0.302,-0.189,-0.0255,0.0833,0.000154,Run
0.146,0.000703,0.135,0.121,0.168,-27,-0.298,0.289,-0.134,0.111,0.11,0.000171,Run
0.14,0.00125,0.13,0.116,0.168,-25.8,-0.313,0.315,0.0746,-0.0467,0.173,0.000212,Run
0.159,0.000703,0.145,0.124,0.214,-26.4,0.0372,0.0706,-0.194,0.186,0.154,0.000221,Run
0.156,0.000565,0.142,0.118,0.193,-27.1,-0.0936,0.335,-0.232,-0.0842,-0.0413,9.45E-05,Run
0.159,0.000559,0.151,0.124,0.215,-27,0.0182,0.179,-0.173,0.0311,0.0285,0.00012,Run
0.146,0.000768,0.142,0.121,0.193,-26.7,-0.203,0.389,-0.235,0.0576,0.0933,0.000114,Run
0.137,0.000916,0.124,0.114,0.152,-26.5,-0.308,0.344,0.0423,0.038,0.176,0.000314,Run
0.154,0.000531,0.144,0.125,0.203,-26.7,-0.0441,-0.11,-0.0371,0.186,0.192,0.000183,Run
0.165,0.000489,0.148,0.123,0.218,-27.1,-0.0132,0.312,-0.198,0.106,0.0115,0.000176,Run
0.153,0.000704,0.14,0.116,0.19,-26.9,-0.119,0.34,-0.32,-0.0664,0.0222,0.000164,Run
0.153,0.000669,0.144,0.121,0.207,-26.8,-0.0575,0.318,-0.197,-0.0242,0.067,0.00015,Run
0.147,0.000715,0.135,0.122,0.168,-26.9,-0.288,0.287,-0.131,0.11,0.0993,0.000192,Run
0.141,0.00125,0.13,0.116,0.168,-25.8,-0.297,0.29,0.0857,-0.0324,0.175,0.000223,Run
0.159,0.000471,0.145,0.123,0.215,-27,-0.0327,0.116,-0.196,0.27,0.116,0.000294,Run
0.159,0.00103,0.146,0.124,0.209,-26,0.0579,0.225,-0.231,-0.065,-0.00285,0.000217,Run
0.157,0.000709,0.147,0.119,0.207,-27.1,-0.065,0.334,-0.272,-0.0763,0.0651,0.000117,Run
0.146,0.000798,0.141,0.121,0.193,-26.6,-0.137,0.312,-0.209,0.0348,0.0723,0.000109,Run
0.146,0.000765,0.131,0.12,0.163,-26.8,-0.323,0.215,-0.068,0.0899,0.132,0.00017,Run
0.144,0.00083,0.13,0.118,0.168,-26.1,-0.182,0.15,0.0769,0.0904,0.25,0.000217,Run
0.163,0.000552,0.148,0.123,0.219,-27,-0.0486,0.322,-0.177,0.0859,0.012,0.000162,Run
0.155,0.000689,0.14,0.117,0.191,-26.9,-0.0929,0.334,-0.282,-0.0529,0.0395,0.000168,Run
0.154,0.00063,0.145,0.123,0.207,-26.9,-0.0936,0.302,-0.168,-0.0131,0.0463,0.000177,Run
0.146,0.000702,0.135,0.121,0.171,-26.9,-0.249,0.266,-0.168,0.0986,0.0812,0.000166,Run
0.14,0.00129,0.13,0.116,0.169,-25.8,-0.283,0.319,0.094,-0.0349,0.19,0.00019,Run
0.158,0.000598,0.145,0.124,0.214,-26.4,0.0603,0.0906,-0.221,0.179,0.147,0.000276,Run
0.158,0.000693,0.142,0.119,0.198,-27,-0.0923,0.325,-0.217,-0.0958,-0.0395,9.08E-05,Run
0.157,0.000517,0.149,0.123,0.209,-27.1,-0.00848,0.191,-0.18,0.0431,0.0431,0.000118,Run
0.146,0.000758,0.142,0.12,0.196,-26.8,-0.189,0.381,-0.255,0.0407,0.12,0.00013,Run
0.138,0.000922,0.124,0.114,0.152,-26.5,-0.348,0.303,-0.054,0.041,0.15,0.000335,Run
0.151,0.000562,0.141,0.124,0.196,-26.5,-0.0198,0.013,0.0655,0.155,0.224,0.000184,Run
0.164,0.000513,0.149,0.123,0.22,-27.1,-0.00946,0.325,-0.182,0.0923,0.0224,0.000199,Run
0.154,0.000639,0.141,0.117,0.191,-27,-0.106,0.305,-0.295,-0.0614,0.0158,0.000185,Run
0.154,0.000721,0.144,0.122,0.206,-26.7,-0.0959,0.314,-0.178,-0.02,0.0585,0.000203,Run
0.147,0.000695,0.135,0.12,0.171,-27,-0.274,0.277,-0.159,0.117,0.0824,0.000152,Run
0.14,0.0013,0.13,0.115,0.168,-25.8,-0.297,0.317,0.102,-0.0384,0.181,0.000199,Run
0.158,0.000518,0.144,0.123,0.209,-26.9,-0.0187,0.129,-0.148,0.242,0.139,0.000248,Run
0.16,0.00108,0.149,0.124,0.218,-25.9,0.0225,0.228,-0.256,-0.0273,0.0309,0.000129,Run
0.155,0.000733,0.145,0.118,0.205,-27,-0.0886,0.335,-0.274,-0.0511,0.022,0.000151,Run
0.147,0.00073,0.142,0.121,0.196,-26.7,-0.11,0.313,-0.202,0.00026,0.0822,0.000102,Run
0.145,0.000825,0.129,0.118,0.161,-26.7,-0.346,0.225,-0.0836,0.104,0.113,0.000154,Run
0.144,0.000861,0.131,0.118,0.172,-26.2,-0.211,0.252,0.0691,0.0128,0.187,0.00022,Run
0.161,0.000535,0.147,0.123,0.215,-26.9,0.0212,0.186,-0.15,0.173,0.096,0.000156,Run
0.155,0.000719,0.141,0.117,0.191,-26.9,-0.1,0.325,-0.292,-0.0602,0.0189,0.000152,Run
0.155,0.000639,0.144,0.122,0.206,-26.9,-0.106,0.309,-0.156,-0.00165,0.0217,0.000215,Run
0.147,0.000616,0.142,0.123,0.191,-26.9,-0.223,0.276,-0.189,0.125,0.0674,0.000231,Run
0.139,0.000847,0.126,0.114,0.157,-26.6,-0.311,0.327,0.0696,-0.0203,0.171,0.000268,Run
0.157,0.000603,0.144,0.124,0.214,-26.4,0.0407,0.0811,-0.204,0.163,0.184,0.000259,Run
0.159,0.000674,0.143,0.12,0.2,-26.9,-0.132,0.294,-0.205,-0.0967,-0.0202,0.000114,Run
0.156,0.00116,0.149,0.123,0.21,-26,-0.00216,0.123,-0.154,0.0214,0.0286,0.000116,Run
0.147,0.000779,0.141,0.12,0.193,-26.8,-0.182,0.421,-0.243,0.0436,0.136,0.000105,Run
0.139,0.000893,0.124,0.114,0.152,-26.6,-0.401,0.275,-0.0219,0.0663,0.156,0.000338,Run
0.15,0.000555,0.14,0.123,0.195,-26.5,-0.00518,0.0623,0.0274,0.113,0.221,0.000219,Run
0.162,0.000523,0.148,0.122,0.22,-27.1,0.00469,0.305,-0.163,0.132,0.0274,0.000187,Run
0.155,0.000795,0.141,0.116,0.193,-26.7,-0.0971,0.308,-0.3,-0.094,0.00415,0.00016,Run
0.154,0.000655,0.144,0.122,0.206,-26.8,-0.124,0.312,-0.164,0.000391,0.0408,0.0002,Run
0.147,0.000632,0.142,0.123,0.19,-26.9,-0.196,0.248,-0.181,0.142,0.0777,0.000223,Run
0.139,0.000754,0.125,0.114,0.157,-26.7,-0.298,0.337,0.0711,-0.0241,0.185,0.000297,Run
0.157,0.000413,0.143,0.123,0.206,-27.2,-0.0708,0.0941,-0.149,0.214,0.177,0.000247,Run
0.161,0.000929,0.15,0.125,0.223,-26.2,0.0784,0.268,-0.188,0.0177,0.0157,0.000158,Run
0.156,0.000654,0.145,0.118,0.204,-27.1,-0.103,0.31,-0.346,-0.0705,0.0524,0.000162,Run
0.148,0.000661,0.141,0.12,0.195,-26.8,-0.104,0.32,-0.185,0.00728,0.0779,0.000103,Run
0.144,0.00085,0.13,0.118,0.161,-26.6,-0.389,0.218,-0.0607,0.121,0.115,0.00015,Run
0.144,0.000831,0.132,0.118,0.176,-26.2,-0.195,0.246,0.0674,0.0205,0.207,0.000236,Run
0.16,0.00062,0.147,0.123,0.215,-26.7,0.0421,0.168,-0.187,0.159,0.12,0.000168,Run
0.156,0.000653,0.141,0.118,0.193,-27,-0.0579,0.334,-0.274,-0.0744,0.00827,0.000171,Run
0.155,0.000621,0.144,0.121,0.203,-26.9,-0.143,0.286,-0.157,0.00891,0.0673,0.000246,Run
0.147,0.000664,0.142,0.123,0.192,-26.8,-0.201,0.288,-0.192,0.113,0.0636,0.000252,Run
0.137,0.000862,0.125,0.114,0.156,-26.5,-0.304,0.326,0.0779,-0.0154,0.176,0.000268,Run
0.16,0.000599,0.145,0.125,0.216,-26.4,0.0281,0.0736,-0.199,0.193,0.178,0.000265,Run
0.157,0.000645,0.143,0.12,0.199,-27,-0.113,0.3,-0.205,-0.0755,-0.00649,0.000142,Run
0.156,0.00114,0.15,0.122,0.211,-26.1,-0.0167,0.15,-0.184,0.00337,0.0197,0.000118,Run
0.145,0.000791,0.139,0.118,0.19,-26.7,-0.16,0.404,-0.269,0.0589,0.138,0.000127,Run
0.141,0.00092,0.127,0.117,0.153,-26.6,-0.442,0.231,-0.0202,0.0588,0.171,0.000338,Run
0.15,0.000551,0.14,0.124,0.193,-26.4,0.0197,0.0733,0.0445,0.103,0.219,0.000243,Run
0.161,0.000532,0.148,0.123,0.22,-27.1,-0.0234,0.332,-0.16,0.106,0.013,0.00023,Run
0.156,0.000722,0.141,0.117,0.191,-26.9,-0.0759,0.322,-0.273,-0.0771,0.0278,0.000154,Run
0.155,0.00062,0.144,0.122,0.206,-26.9,-0.143,0.269,-0.15,0.00393,0.0636,0.000272,Run
0.149,0.000669,0.142,0.123,0.192,-26.8,-0.183,0.293,-0.178,0.134,0.0569,0.000264,Run
0.136,0.000876,0.125,0.114,0.157,-26.5,-0.293,0.32,0.0707,-0.0211,0.172,0.000301,Run
0.158,0.000387,0.142,0.123,0.199,-27.3,-0.0801,0.0968,-0.15,0.218,0.165,0.000253,Run
0.161,0.00101,0.152,0.125,0.226,-26.1,0.116,0.281,-0.146,0.0521,0.0179,0.000163,Run
0.154,0.000602,0.141,0.116,0.192,-27.2,-0.13,0.308,-0.326,-0.0986,0.0512,0.000153,Run
0.15,0.00072,0.146,0.121,0.209,-26.8,-0.0672,0.336,-0.207,-0.0197,0.0724,0.000105,Run
0.145,0.00079,0.13,0.119,0.16,-26.7,-0.387,0.2,-0.0709,0.146,0.126,0.000152,Run
0.143,0.000887,0.132,0.118,0.173,-26.2,-0.194,0.255,0.109,0.00171,0.184,0.000263,Run
0.159,0.000537,0.145,0.122,0.215,-26.9,0.00644,0.164,-0.207,0.167,0.143,0.000176,Run
0.157,0.000603,0.142,0.118,0.195,-27.1,-0.0995,0.353,-0.248,-0.0608,-0.00986,0.000139,Run
0.156,0.000615,0.143,0.122,0.201,-26.9,-0.128,0.27,-0.147,0.00139,0.0925,0.000289,Run
0.147,0.00068,0.142,0.122,0.193,-26.9,-0.186,0.336,-0.231,0.0871,0.0729,0.000223,Run
0.137,0.000895,0.125,0.115,0.156,-26.5,-0.284,0.328,0.084,0.00245,0.146,0.000277,Run
0.16,0.00061,0.144,0.124,0.212,-26.4,-0.0256,0.0387,-0.179,0.158,0.215,0.000306,Run
0.157,0.000818,0.143,0.121,0.2,-26.5,-0.0688,0.265,-0.212,-0.089,-0.0053,0.000183,Run
0.157,0.000578,0.151,0.122,0.213,-27.2,-0.0156,0.248,-0.234,-0.0129,0.0566,6.78E-05,Run
0.145,0.000764,0.138,0.117,0.187,-26.7,-0.173,0.345,-0.228,0.0595,0.0831,0.000111,Run
0.143,0.000834,0.129,0.118,0.157,-26.7,-0.365,0.205,-0.054,0.0989,0.135,0.000286,Run
0.148,0.000669,0.136,0.122,0.183,-26.3,-0.0835,0.166,0.0609,0.0797,0.245,0.000251,Run
0.161,0.000537,0.148,0.122,0.221,-27.1,-0.0156,0.339,-0.178,0.0937,0.023,0.000246,Run
0.157,0.000681,0.142,0.118,0.194,-26.9,-0.0895,0.351,-0.284,-0.0584,0.0049,0.00015,Run
0.156,0.000654,0.142,0.122,0.201,-26.8,-0.122,0.277,-0.143,-0.0154,0.0845,0.000275,Run
0.147,0.000658,0.142,0.121,0.193,-26.9,-0.176,0.304,-0.22,0.104,0.0601,0.000225,Run
0.136,0.000797,0.125,0.114,0.156,-26.6,-0.289,0.32,0.0788,-0.00716,0.157,0.000278,Run
0.158,0.000441,0.142,0.124,0.198,-27.1,-0.123,0.101,-0.158,0.191,0.196,0.000281,Run
0.163,0.000957,0.151,0.125,0.226,-26.1,0.139,0.217,-0.116,0.0401,-0.00943,0.000133,Run
